PROVINCIA,MUNICIPIO,CODPARCELA,FECHA,_103_Fenología_B2_Yema_hinchada_,_104_Fenología_C_Punta_verde_,_105_Fenología_D_Hojas_incipientes_,_106_Fenología_E_Hojas_extendidas_,_301_Araña_a_T_urticae_cepas_con_presencia,_302_Araña_a_T_urticae_hojas_inferior_con_presencia,_317_Erinosis_E_vitis_cepas_con_presencia,_401_Lobesia_n_adultos_trampa_feromona_y_día,_405_Lobesia_racimos_con_puestas,_001_Gusanos_grises_yemas_con_daño,_101_Altica_n_de_adultos_hojas,_406_Caracoles_hojas_y_brotes_dañados,_409_Oruga_peluda_yemas_con_larvas,_418_Roedores_cepas_afectadas
Córdoba,Montilla,010-00010-15-03,2012-06-04T00:00:00,,,,,0,0,0,1,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-06-11T00:00:00,,,,,0,0,0,8,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-06-17T00:00:00,,,,,0,0,0,2,8,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-06-25T00:00:00,,,,,0,0,0,0.5,2,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-07-02T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-07-09T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-07-16T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-07-23T00:00:00,,,,,0,0,0,6,2,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-07-30T00:00:00,,,,,0,0,0,2,4,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-08-06T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-08-13T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2012-08-20T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2012-08-27T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2012-09-10T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2012-09-24T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2013-03-11T00:00:00,2,1,,,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2013-03-17T00:00:00,2,1,,,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2013-03-26T00:00:00,1,2,1,1,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2013-04-02T00:00:00,1,1,2,1,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2013-04-09T00:00:00,,1,1,2,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-04-15T00:00:00,,,,1,0,0,0,0.42,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-04-22T00:00:00,,,,,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-04-29T00:00:00,,,,,0,0,0,0.28,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-05-06T00:00:00,,,,,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-05-13T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-05-20T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-05-27T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2013-06-03T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2013-06-10T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2013-06-17T00:00:00,,,,,0,0,,1,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-06-23T00:00:00,,,,,0,0,,0.5,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-07-01T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-07-08T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-07-17T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-07-24T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-07-31T00:00:00,,,,,0,0,,0.15,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-08-07T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-08-14T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-08-21T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-08-28T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-09-04T00:00:00,,,,,0,0,,0,0,,,,,
Córdoba,Montilla,010-00010-15-03,2013-09-11T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2013-09-25T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2013-10-09T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2014-03-09T00:00:00,2,1,,,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-03-17T00:00:00,1,1,2,,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-03-24T00:00:00,1,1,1,2,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-03-31T00:00:00,,1,1,2,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-04-07T00:00:00,,,,1,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-04-14T00:00:00,,,,1,,,,0.15,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-04-21T00:00:00,,,,,,,,0.13,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-04-28T00:00:00,,,,,,,,0.2,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2014-05-05T00:00:00,,,,,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-05-12T00:00:00,,,,,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-05-19T00:00:00,,,,,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-05-26T00:00:00,,,,,0,0,0,0.3,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-06-02T00:00:00,,,,,0,0,0,0.5,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-06-09T00:00:00,,,,,0,0,0,0.6,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-06-16T00:00:00,,,,,0,0,0,0.1,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-06-23T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-06-30T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-07-07T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2014-07-14T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-07-21T00:00:00,,,,,0,0,0,0.15,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-07-28T00:00:00,,,,,0,0,0,0.15,1,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-08-04T00:00:00,,,,,0,0,0,0,2,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-08-11T00:00:00,,,,,0,0,0,0,2,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-08-18T00:00:00,,,,,0,0,0,0,2,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-08-25T00:00:00,,,,,0,0,0,,,,,,,0
Córdoba,Montilla,010-00010-15-03,2014-09-08T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2014-09-22T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2015-03-27T00:00:00,,1,2,1,,,0,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2015-04-06T00:00:00,,,,,0,,0,,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2015-04-13T00:00:00,,,,,0,,0,,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2015-04-20T00:00:00,,,,,0,0,0,,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-04-27T00:00:00,,,,,0,0,4,,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-05-04T00:00:00,,,,,0,0,4,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-05-11T00:00:00,,,,,0,0,4,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-05-18T00:00:00,,,,,0,0,4,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-05-25T00:00:00,,,,,0,0,4,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-06-01T00:00:00,,,,,4,1,0,0.15,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-06-08T00:00:00,,,,,4,1,0,0.2,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-06-15T00:00:00,,,,,8,2,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-06-22T00:00:00,,,,,4,1,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-06-29T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-07-06T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2015-07-13T00:00:00,,,,,0,0,0,0.01,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2015-07-20T00:00:00,,,,,0,0,0,0.3,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2015-07-27T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2015-08-03T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2015-08-10T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2015-08-17T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2015-08-24T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2016-03-08T00:00:00,1,1,,,,,,,,0,,,0,0
Córdoba,Montilla,010-00010-15-03,2016-03-15T00:00:00,2,1,1,,,,,,,0,,,0,0
Córdoba,Montilla,010-00010-15-03,2016-03-22T00:00:00,1,1,2,1,,,,,,0,,,0,0
Córdoba,Montilla,010-00010-15-03,2016-03-29T00:00:00,,1,1,2,,,0,,,0,,,,0
Córdoba,Montilla,010-00010-15-03,2016-04-05T00:00:00,,,,1,,,0,,,0,,,,0
Córdoba,Montilla,010-00010-15-03,2016-04-12T00:00:00,,,,1,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-04-19T00:00:00,,,,,0,0,0,0,,0,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-04-26T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-05-03T00:00:00,,,,,0,0,0,0,0,0,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-05-10T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-05-17T00:00:00,,,,,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-05-24T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-05-31T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-06-07T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-06-14T00:00:00,,,,,0,0,0,0.25,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2016-06-21T00:00:00,,,,,0,0,0,0.25,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-06-28T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-07-05T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-07-12T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-07-19T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-07-26T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-08-02T00:00:00,,,,,0,0,0,1,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-08-09T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-08-16T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-08-23T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-08-30T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-09-06T00:00:00,,,,,0,0,0,0,0,,,,,0
Córdoba,Montilla,010-00010-15-03,2016-09-13T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2016-09-27T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,010-00010-15-03,2017-03-13T00:00:00,1,2,1,1,,,,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2017-03-20T00:00:00,,1,1,2,0,0,0,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2017-03-24T00:00:00,,,1,2,0,0,0,0,,0,,0,0,0
Córdoba,Montilla,010-00010-15-03,2017-04-03T00:00:00,,,,1,0,0,0,0,,,,0,,0
Córdoba,Montilla,010-00010-15-03,2017-04-10T00:00:00,,,,1,0,0,0,0,,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-04-17T00:00:00,,,,,0,0,0,0,,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-04-24T00:00:00,,,,,0,0,0,0,0,,,0,,0
Córdoba,Montilla,010-00010-15-03,2017-04-29T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-05-08T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-05-15T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-05-22T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-05-29T00:00:00,,,,,0,0,0,0.43,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-06-05T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-06-12T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-06-19T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-06-26T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-07-03T00:00:00,,,,,0,0,0,0.14,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-07-08T00:00:00,,,,,0,0,0,0.28,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-07-17T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-07-31T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-08-07T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-08-14T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-08-28T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-09-11T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-09-25T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-10-02T00:00:00,,,,,0,0,0,0,,,0,0,,0
Córdoba,Montilla,010-00010-15-03,2017-10-09T00:00:00,,,,,0,0,0,0,0,,0,0,,0
Córdoba,Montilla,014-00112-00-00,2008-03-26T00:00:00,,,1,2,8,2,0,0.66,,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-04-02T00:00:00,,,,1,8,3,0,1.28,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-04-08T00:00:00,,,,,8,2,0,0.66,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-04-15T00:00:00,,,,,8,2,0,1.85,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-04-22T00:00:00,,,,,8,2,0,0.85,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-04-29T00:00:00,,,,,4,1,0,2.19,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-05-07T00:00:00,,,,,8,2,0,2.5,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-05-13T00:00:00,,,,,8,1,0,0,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-05-21T00:00:00,,,,,4,1,0,0,,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-05-28T00:00:00,,,,,0,0,0,0,0,,0,,,
Córdoba,Montilla,014-00112-00-00,2008-06-04T00:00:00,,,,,0,0,0,0,,,,,,
Córdoba,Montilla,014-00112-00-00,2008-06-10T00:00:00,,,,,0,0,0,6.83,0,,,,,
Córdoba,Montilla,014-00112-00-00,2008-06-18T00:00:00,,,,,0,0,0,19.62,18,,,,,
Córdoba,Montilla,014-00112-00-00,2008-06-24T00:00:00,,,,,4,0,0,8.83,3,,,,,
Córdoba,Montilla,014-00112-00-00,2008-07-02T00:00:00,,,,,0,0,0,5.25,2,,,,,
Córdoba,Montilla,014-00112-00-00,2008-07-09T00:00:00,,,,,0,0,0,0,0,,,,,
Córdoba,Montilla,014-00112-00-00,2008-07-16T00:00:00,,,,,4,0,0,0,0,,,,,
Córdoba,Montilla,014-00112-00-00,2008-07-23T00:00:00,,,,,8,2,0,0,4,,,,,
Córdoba,Montilla,014-00112-00-00,2008-07-30T00:00:00,,,,,8,2,0,0.57,40,,,,,
Córdoba,Montilla,014-00112-00-00,2008-08-06T00:00:00,,,,,8,2,0,0.28,27,,,,,
Córdoba,Montilla,014-00112-00-00,2008-08-12T00:00:00,,,,,8,2,,0,4,,,,,
Córdoba,Montilla,014-00112-00-00,2008-08-20T00:00:00,,,,,8,1,,0,0,,,,,
Córdoba,Montilla,014-00112-00-00,2008-08-27T00:00:00,,,,,8,2,,0,0,,,,,
Córdoba,Montilla,014-00112-00-00,2008-09-03T00:00:00,,,,,8,0,,0,0,,,,,
Córdoba,Montilla,014-00112-00-00,2008-09-10T00:00:00,,,,,8,0,,0,,,,,,
Córdoba,Montilla,014-00112-00-00,2008-09-23T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-05-03T00:00:00,,,,,0,,,,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-05-08T00:00:00,,,,,0,,,,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-05-15T00:00:00,,,,,3,,,,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-05-22T00:00:00,,,,,4,,,0,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-05-29T00:00:00,,,,,8,,,0.42,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-06-05T00:00:00,,,,,14,,,0.6,3,,,,,
Córdoba,Montilla,014-00207-00-00,2006-06-19T00:00:00,,,,,15,,,0.3,0,,,,,
Córdoba,Montilla,014-00207-00-00,2006-06-26T00:00:00,,,,,19.6,,,0,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-07-03T00:00:00,,,,,20,,,0,,,,,,
Córdoba,Montilla,014-00207-00-00,2006-07-10T00:00:00,,,,,21,,,0.6,0,,,,,
Córdoba,Montilla,014-00207-00-00,2006-07-17T00:00:00,,,,,17,,,1,3,,,,,0
Córdoba,Montilla,014-00207-00-00,2006-07-24T00:00:00,,,,,17,,,1.6,2,,,,,0
Córdoba,Montilla,014-00207-00-00,2006-07-31T00:00:00,,,,,14,,,0,0,,,,,0
Córdoba,Montilla,014-00207-00-00,2006-08-07T00:00:00,,,,,12,,,0,0,,,,,0
Córdoba,Montilla,014-00207-00-00,2006-08-14T00:00:00,,,,,8,,,0,0,,,,,0
Córdoba,Montilla,014-00207-00-00,2006-08-21T00:00:00,,,,,6,,,0,,,,,,0
Córdoba,Montilla,014-00207-00-00,2006-08-29T00:00:00,,,,,3,,,0,,,,,,0
Córdoba,Montilla,014-00207-05,2010-03-15T00:00:00,1,,,,,,,,,0,,0,0,
Córdoba,Montilla,014-00207-05,2010-03-22T00:00:00,1,2,1,,,,,,,0,,0,0,0.4
Córdoba,Montilla,014-00207-05,2010-03-30T00:00:00,1,2,1,1,,,,,,0,,0.3,0.2,0.4
Córdoba,Montilla,014-00207-05,2010-04-05T00:00:00,,1,2,1,0,0,0,0,,0,,0.1,0.75,0.6
Córdoba,Montilla,014-00207-05,2010-04-14T00:00:00,,,1,1,0,0,0,0.14,,0,,0.2,0.5,1
Córdoba,Montilla,014-00207-05,2010-04-19T00:00:00,,,,1,0,0,0,0.57,0,,,0,,0.8
Córdoba,Montilla,014-00207-05,2010-04-26T00:00:00,,,,,0,0,0,0.14,0,,,0,,1
Córdoba,Montilla,014-00207-05,2010-05-02T00:00:00,,,,,0.2,0.01,0,0.14,0,,,0,,1.2
Córdoba,Montilla,014-00207-05,2010-05-11T00:00:00,,,,,0.2,0.01,0,0,0,,,0,,1.5
Córdoba,Montilla,014-00207-05,2010-05-17T00:00:00,,,,,0.2,0.05,0,0,0,,,0,,1.8
Córdoba,Montilla,014-00207-05,2010-05-25T00:00:00,,,,,0.2,0.05,0,0,0,,,0,,1.5
Córdoba,Montilla,014-00207-05,2010-05-31T00:00:00,,,,,0.2,0.05,0,0,0,,,0,,1
Córdoba,Montilla,014-00207-05,2010-06-09T00:00:00,,,,,0.2,0.05,0,0,0,,,0,,1
Córdoba,Montilla,014-00207-05,2010-06-16T00:00:00,,,,,0.2,0.05,0,0.7,0,,,0,,0.6
Córdoba,Montilla,014-00207-05,2010-07-07T00:00:00,,,,,0.1,0.02,0,0,,,,0,,0.5
Córdoba,Montilla,014-00207-05,2010-07-12T00:00:00,,,,,0.1,0.02,0,0,,,,0,,0.5
Córdoba,Montilla,014-00207-05,2010-07-19T00:00:00,,,,,0.1,0.02,0,0.5,0,,,0,,0.5
Córdoba,Montilla,014-00207-05,2010-07-25T00:00:00,,,,,0.1,0.02,0,0.8,0,,,0,,0.5
Córdoba,Montilla,014-00207-05,2010-08-02T00:00:00,,,,,0.1,0.02,0,0.6,0,,,0,,0.4
Córdoba,Montilla,014-00207-05,2010-08-09T00:00:00,,,,,0.1,0.02,0,0,0,,,0,,0.4
Córdoba,Montilla,014-00207-05,2010-08-18T00:00:00,,,,,0,0,0,0,0,,,0,,0.6
Córdoba,Montilla,014-00207-05,2010-08-23T00:00:00,,,,,0,0,0,0,0,,,,,0.5
Córdoba,Montilla,014-00207-05,2010-08-30T00:00:00,,,,,0,0,0,0,0,,,,,0.5
Córdoba,Montilla,014-00207-05,2010-09-06T00:00:00,,,,,0,0,0,0,0,,,,,0.5
Córdoba,Montilla,014-00207-05,2010-09-13T00:00:00,,,,,0,0,0,0,,,,,,0.5
Córdoba,Montilla,014-00207-05,2010-09-20T00:00:00,,,,,0,0,0,,,,,,,0.5
Córdoba,Montilla,014-00207-05,2010-09-28T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,014-00207-05,2010-10-13T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,014-00207-05,2011-03-28T00:00:00,,1,2,1,0,0,,,,0,,0,,1
Córdoba,Montilla,014-00207-05,2011-04-04T00:00:00,,1,1,2,0,0,,,,0,,2,,2
Córdoba,Montilla,014-00207-05,2011-04-11T00:00:00,,,,1,0,0,,0.1,,0,,2,,3
Córdoba,Montilla,014-00207-05,2011-04-26T00:00:00,,,,,0.2,0,,0,0,,,0.5,,2
Córdoba,Montilla,014-00207-05,2011-05-03T00:00:00,,,,,0.2,0,,0,0,,,0.1,,3
Córdoba,Montilla,014-00207-05,2011-05-10T00:00:00,,,,,0.2,0,,0,0,,,0,,3
Córdoba,Montilla,014-00207-05,2011-05-16T00:00:00,,,,,0,0,,0,0,,,0,,3
Córdoba,Montilla,014-00207-05,2011-05-23T00:00:00,,,,,0,0,,0,0,,,0,,1
Córdoba,Montilla,014-00207-05,2011-05-31T00:00:00,,,,,0,0,,0.14,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-06-06T00:00:00,,,,,0,0,,0.56,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-06-13T00:00:00,,,,,0,0,,0.28,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-06-19T00:00:00,,,,,0,0,,0,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-06-28T00:00:00,,,,,0,0,,0,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-07-04T00:00:00,,,,,0,0,,0,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-07-11T00:00:00,,,,,0,0,,0.28,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-07-18T00:00:00,,,,,0,0,,0.9,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-07-26T00:00:00,,,,,0,0,,0.44,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-08-01T00:00:00,,,,,0,0,,0,2,,,0,,0
Córdoba,Montilla,014-00207-05,2011-08-08T00:00:00,,,,,0,0,,0,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-08-16T00:00:00,,,,,0,0,,0,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-08-23T00:00:00,,,,,0,0,,0,0,,,0,,0
Córdoba,Montilla,014-00207-05,2011-08-29T00:00:00,,,,,,,,,,,,,,
Córdoba,Montilla,014-00207-05,2012-03-16T00:00:00,,,,,,,0,0,,0,,0,,0
Córdoba,Montilla,014-00207-05,2012-03-26T00:00:00,2,1,,,,,0,0,,0,,0,0,1
Córdoba,Montilla,014-00207-05,2012-04-02T00:00:00,1,2,1,,,,0,0,,0,,0,1,1
Córdoba,Montilla,014-00207-05,2012-04-11T00:00:00,1,1,2,1,,,0,0,,0,,0,0,3
Córdoba,Montilla,014-00207-05,2012-04-16T00:00:00,,1,1,2,,,0,0,,0,,0,0,4
Córdoba,Montilla,014-00207-05,2012-04-25T00:00:00,,1,1,2,,,0,0,,0,,0,0,5
Córdoba,Montilla,014-00207-05,2012-04-30T00:00:00,,1,1,1,0,0,0,0,,,,0,0,6
Córdoba,Montilla,014-00207-05,2012-05-07T00:00:00,,1,1,1,0,0,0,0,,,,0,0,7
Córdoba,Montilla,014-00207-05,2012-05-14T00:00:00,,,,1,1,0.5,0,0,0,,,,0,7
Córdoba,Montilla,014-00207-05,2012-05-21T00:00:00,,,,,1,0.5,0,0,0,,,,,7
Córdoba,Montilla,014-00207-05,2012-05-28T00:00:00,,,,,4,0.5,0,0,0,,,,,8
Córdoba,Montilla,014-00207-05,2012-06-06T00:00:00,,,,,3,0.5,0,0.3,0,,,,,8
Córdoba,Montilla,014-00207-05,2012-06-13T00:00:00,,,,,1,0.5,0,1,0,,,,,7
Córdoba,Montilla,014-00207-05,2012-06-18T00:00:00,,,,,2,0.5,0,1,0,,,,,6
