Gene stable ID	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans orthology confidence [0 low, 1 high]
ENSMUSG00000052373	WBGene00016841	0
ENSMUSG00000102152		
ENSMUSG00000080932		
ENSMUSG00000014778	WBGene00021698	0
ENSMUSG00000014778	WBGene00018976	0
ENSMUSG00000014778	WBGene00021473	0
ENSMUSG00000014778	WBGene00019030	0
ENSMUSG00000014778	WBGene00016735	0
ENSMUSG00000111610		
ENSMUSG00000108476		
ENSMUSG00000111335		
ENSMUSG00000039062	WBGene00010999	0
ENSMUSG00000039062	WBGene00011000	0
ENSMUSG00000039062	WBGene00011587	0
ENSMUSG00000039062	WBGene00012776	0
ENSMUSG00000039062	WBGene00009865	0
ENSMUSG00000091165		
ENSMUSG00000111850		
ENSMUSG00000113528		
ENSMUSG00000052911		
ENSMUSG00000113750		
ENSMUSG00000116016		
ENSMUSG00000023333		
ENSMUSG00000085634		
ENSMUSG00000084870		
ENSMUSG00000111596		
ENSMUSG00000027167	WBGene00016128	0
ENSMUSG00000014856	WBGene00011033	1
ENSMUSG00000047911		
ENSMUSG00000085267		
ENSMUSG00000118526		
ENSMUSG00000087648		
ENSMUSG00000031740	WBGene00010524	0
ENSMUSG00000031740	WBGene00016283	0
ENSMUSG00000031740	WBGene00012364	0
ENSMUSG00000031740	WBGene00012185	0
ENSMUSG00000031740	WBGene00194737	0
ENSMUSG00000024101	WBGene00013000	0
ENSMUSG00000034913		
ENSMUSG00000022808		
ENSMUSG00000040260	WBGene00018976	0
ENSMUSG00000022100	WBGene00007952	1
ENSMUSG00000012396		
ENSMUSG00000113688		
ENSMUSG00000037416	WBGene00004313	1
ENSMUSG00000048425		
ENSMUSG00000021703	WBGene00011250	1
ENSMUSG00000021703	WBGene00021956	1
ENSMUSG00000117596		
ENSMUSG00000089764		
ENSMUSG00000114583		
ENSMUSG00000093930	WBGene00017769	0
ENSMUSG00000041773		
ENSMUSG00000024188		
ENSMUSG00000115436		
ENSMUSG00000114077		
ENSMUSG00000115617		
ENSMUSG00000075054		
ENSMUSG00000063661		
ENSMUSG00000006676		
ENSMUSG00000106476		
ENSMUSG00000042874		
ENSMUSG00000021400		
ENSMUSG00000113030		
ENSMUSG00000032267		
ENSMUSG00000073908		
ENSMUSG00000114934		
ENSMUSG00000090227		
ENSMUSG00000079173	WBGene00011330	0
ENSMUSG00000027519		
ENSMUSG00000035262		
ENSMUSG00000023999		
ENSMUSG00000051149		
ENSMUSG00000027401		
ENSMUSG00000019894		
ENSMUSG00000061707		
ENSMUSG00000055447		
ENSMUSG00000042429		
ENSMUSG00000078919	WBGene00022044	1
ENSMUSG00000024378	WBGene00017826	0
ENSMUSG00000024378	WBGene00010505	0
ENSMUSG00000038770		
ENSMUSG00000086728		
ENSMUSG00000090012		
ENSMUSG00000021679		
ENSMUSG00000118549		
ENSMUSG00000042451	WBGene00007944	0
ENSMUSG00000118535		
ENSMUSG00000032295		
ENSMUSG00000021678		
ENSMUSG00000113359		
ENSMUSG00000113969		
ENSMUSG00000053754		
ENSMUSG00000103516		
ENSMUSG00000039316		
ENSMUSG00000102858		
ENSMUSG00000117730		
ENSMUSG00000109280		
ENSMUSG00000035692	WBGene00010654	0
ENSMUSG00000035692	WBGene00009378	0
ENSMUSG00000035692	WBGene00006725	0
ENSMUSG00000109097		
ENSMUSG00000106393		
ENSMUSG00000078349		
ENSMUSG00000105024		
ENSMUSG00000099387		
ENSMUSG00000083368		
ENSMUSG00000029620		
ENSMUSG00000078486		
ENSMUSG00000063801	WBGene00000165	1
ENSMUSG00000105177		
ENSMUSG00000024012	WBGene00018395	0
ENSMUSG00000024012	WBGene00018397	0
ENSMUSG00000118480		
ENSMUSG00000029621	WBGene00000201	1
ENSMUSG00000093752	WBGene00022044	1
ENSMUSG00000020882	WBGene00021125	0
ENSMUSG00000020882	WBGene00000368	1
ENSMUSG00000042834		
ENSMUSG00000059173	WBGene00011433	1
ENSMUSG00000097685		
ENSMUSG00000022002		
ENSMUSG00000020216		
ENSMUSG00000114631		
ENSMUSG00000117117		
ENSMUSG00000086179		
ENSMUSG00000086472		
ENSMUSG00000023939		
ENSMUSG00000115387		
ENSMUSG00000102796		
ENSMUSG00000022102	WBGene00018819	0
ENSMUSG00000104390		
ENSMUSG00000038768	WBGene00017996	1
ENSMUSG00000038768	WBGene00013197	1
ENSMUSG00000050511	WBGene00016265	0
ENSMUSG00000106912		
ENSMUSG00000039155		
ENSMUSG00000107115		
ENSMUSG00000001366		
ENSMUSG00000106798		
ENSMUSG00000097699		
ENSMUSG00000107116		
ENSMUSG00000087216		
ENSMUSG00000036026		
ENSMUSG00000107286		
ENSMUSG00000108350		
ENSMUSG00000078144	WBGene00006606	0
ENSMUSG00000078144	WBGene00010417	0
ENSMUSG00000078144	WBGene00013184	0
ENSMUSG00000078144	WBGene00012233	0
ENSMUSG00000078144	WBGene00009695	0
ENSMUSG00000078144	WBGene00000546	0
ENSMUSG00000078144	WBGene00000544	0
ENSMUSG00000078144	WBGene00000547	0
ENSMUSG00000078144	WBGene00000542	0
ENSMUSG00000118292		
ENSMUSG00000109669		
ENSMUSG00000018076	WBGene00002295	0
ENSMUSG00000103328		
ENSMUSG00000102219		
ENSMUSG00000026459	WBGene00001948	0
ENSMUSG00000029547	WBGene00015499	0
ENSMUSG00000033192		
ENSMUSG00000081394		
ENSMUSG00000111394		
ENSMUSG00000097533		
ENSMUSG00000078485		
ENSMUSG00000107143		
ENSMUSG00000053094		
ENSMUSG00000003153	WBGene00013074	0
ENSMUSG00000003153	WBGene00010811	0
ENSMUSG00000003153	WBGene00019550	0
ENSMUSG00000003153	WBGene00019549	0
ENSMUSG00000003153	WBGene00043980	0
ENSMUSG00000003153	WBGene00017382	0
ENSMUSG00000003153	WBGene00019548	0
ENSMUSG00000003153	WBGene00019547	0
ENSMUSG00000003153	WBGene00016431	0
ENSMUSG00000003153	WBGene00010684	0
ENSMUSG00000003153	WBGene00012536	0
ENSMUSG00000039427	WBGene00020820	1
ENSMUSG00000031782		
ENSMUSG00000106751		
ENSMUSG00000107247		
ENSMUSG00000022544	WBGene00011144	0
ENSMUSG00000107340		
ENSMUSG00000002486		
ENSMUSG00000095930	WBGene00009867	1
ENSMUSG00000111175		
ENSMUSG00000035107		
ENSMUSG00000031781	WBGene00020604	0
ENSMUSG00000111304		
ENSMUSG00000115570		
ENSMUSG00000037536		
ENSMUSG00000107066		
ENSMUSG00000087168		
ENSMUSG00000107392		
ENSMUSG00000106110		
ENSMUSG00000044788	WBGene00001395	0
ENSMUSG00000044788	WBGene00001396	0
ENSMUSG00000042594		
ENSMUSG00000107364		
ENSMUSG00000022747		
ENSMUSG00000042557	WBGene00004117	0
ENSMUSG00000035842	WBGene00010839	1
ENSMUSG00000022967		
ENSMUSG00000040025		
ENSMUSG00000110997		
ENSMUSG00000039530	WBGene00022793	1
ENSMUSG00000017723		
ENSMUSG00000043987		
ENSMUSG00000111109		
ENSMUSG00000090188		
ENSMUSG00000039043		
ENSMUSG00000074804		
ENSMUSG00000109922		
ENSMUSG00000084893		
ENSMUSG00000110153		
ENSMUSG00000110128		
ENSMUSG00000109601		
ENSMUSG00000115145		
ENSMUSG00000117551		
ENSMUSG00000104256		
ENSMUSG00000117138		
ENSMUSG00000109827		
ENSMUSG00000109955		
ENSMUSG00000117077		
ENSMUSG00000117009		
ENSMUSG00000033904		
ENSMUSG00000117253		
ENSMUSG00000096230		
ENSMUSG00000117312		
ENSMUSG00000067103		
ENSMUSG00000117296		
ENSMUSG00000027403		
ENSMUSG00000084301		
ENSMUSG00000117246		
ENSMUSG00000082535		
ENSMUSG00000086586		
ENSMUSG00000117220		
ENSMUSG00000010277	WBGene00009285	0
ENSMUSG00000060550		
ENSMUSG00000032327		
ENSMUSG00000094690		
ENSMUSG00000017670		
ENSMUSG00000117010		
ENSMUSG00000010592	WBGene00000935	0
ENSMUSG00000097727		
ENSMUSG00000017404	WBGene00004431	0
ENSMUSG00000116311		
ENSMUSG00000116021		
ENSMUSG00000117139		
ENSMUSG00000116366		
ENSMUSG00000057047		
ENSMUSG00000009828	WBGene00003048	0
ENSMUSG00000009828	WBGene00002187	0
ENSMUSG00000009828	WBGene00002188	0
ENSMUSG00000009828	WBGene00008200	0
ENSMUSG00000009828	WBGene00013091	0
ENSMUSG00000009828	WBGene00007977	0
ENSMUSG00000009828	WBGene00013705	0
ENSMUSG00000009828	WBGene00004055	0
ENSMUSG00000009828	WBGene00004056	0
ENSMUSG00000117085		
ENSMUSG00000104872		
ENSMUSG00000117048		
ENSMUSG00000023026	WBGene00017885	1
ENSMUSG00000117040		
ENSMUSG00000048376		
ENSMUSG00000042605	WBGene00000231	0
ENSMUSG00000086716		
ENSMUSG00000045288		
ENSMUSG00000022965		
ENSMUSG00000073909		
ENSMUSG00000118399		
ENSMUSG00000054455	WBGene00018008	0
ENSMUSG00000054455	WBGene00018354	0
ENSMUSG00000054455	WBGene00022546	0
ENSMUSG00000054455	WBGene00010254	0
ENSMUSG00000054455	WBGene00021428	0
ENSMUSG00000054455	WBGene00018840	0
ENSMUSG00000050201	WBGene00017449	0
ENSMUSG00000050201	WBGene00017034	0
ENSMUSG00000050201	WBGene00010403	0
ENSMUSG00000050201	WBGene00018478	0
ENSMUSG00000050201	WBGene00018480	0
ENSMUSG00000050201	WBGene00018479	0
ENSMUSG00000017309		
ENSMUSG00000021702		
ENSMUSG00000026656		
ENSMUSG00000029614	WBGene00004417	1
ENSMUSG00000035242		
ENSMUSG00000022964	WBGene00022280	0
ENSMUSG00000086600		
ENSMUSG00000025337	WBGene00021063	1
ENSMUSG00000078572		
ENSMUSG00000062210		
ENSMUSG00000018143	WBGene00077521	0
ENSMUSG00000022538	WBGene00016907	0
ENSMUSG00000029404		
ENSMUSG00000092278		
ENSMUSG00000098140	WBGene00009574	0
ENSMUSG00000067235		
ENSMUSG00000036687	WBGene00009574	1
ENSMUSG00000085938		
ENSMUSG00000082543		
ENSMUSG00000081700		
ENSMUSG00000110118		
ENSMUSG00000107868		
ENSMUSG00000021453		
ENSMUSG00000056310		
ENSMUSG00000014786	WBGene00003733	0
ENSMUSG00000014786	WBGene00003730	0
ENSMUSG00000014786	WBGene00003734	0
ENSMUSG00000014786	WBGene00003732	0
ENSMUSG00000003154		
ENSMUSG00000097495		
ENSMUSG00000086870		
ENSMUSG00000102173		
ENSMUSG00000086649		
ENSMUSG00000018862	WBGene00017449	0
ENSMUSG00000018862	WBGene00017034	0
ENSMUSG00000018862	WBGene00010403	0
ENSMUSG00000018862	WBGene00018478	0
ENSMUSG00000018862	WBGene00018480	0
ENSMUSG00000018862	WBGene00018479	0
ENSMUSG00000103676		
ENSMUSG00000082519		
ENSMUSG00000097574		
ENSMUSG00000113847		
ENSMUSG00000036304	WBGene00020694	0
ENSMUSG00000036304	WBGene00012948	0
ENSMUSG00000036304	WBGene00016620	0
ENSMUSG00000036304	WBGene00010323	0
ENSMUSG00000097635		
ENSMUSG00000075053		
ENSMUSG00000113496		
ENSMUSG00000064201		
ENSMUSG00000029551		
ENSMUSG00000085337		
ENSMUSG00000025044		
ENSMUSG00000117222		
ENSMUSG00000034893	WBGene00022121	0
ENSMUSG00000022962	WBGene00018174	0
ENSMUSG00000038910	WBGene00004039	0
ENSMUSG00000038910	WBGene00004045	0
ENSMUSG00000063506		
ENSMUSG00000109361		
ENSMUSG00000029622	WBGene00000201	1
ENSMUSG00000022024	WBGene00006781	0
ENSMUSG00000093516		
ENSMUSG00000044645		
ENSMUSG00000089729		
ENSMUSG00000024406	WBGene00000441	0
ENSMUSG00000024406	WBGene00006818	0
ENSMUSG00000021822		
ENSMUSG00000105179		
ENSMUSG00000097318		
ENSMUSG00000033106		
ENSMUSG00000027966		
ENSMUSG00000023923		
ENSMUSG00000109364		
ENSMUSG00000115746		
ENSMUSG00000054400	WBGene00017909	0
ENSMUSG00000054400	WBGene00018527	0
ENSMUSG00000097932		
ENSMUSG00000115590		
ENSMUSG00000113090		
ENSMUSG00000114425		
ENSMUSG00000115597		
ENSMUSG00000024330		
ENSMUSG00000087639		
ENSMUSG00000115178		
ENSMUSG00000115580		
ENSMUSG00000113893		
ENSMUSG00000098238		
ENSMUSG00000025381	WBGene00017169	0
ENSMUSG00000025381	WBGene00017165	0
ENSMUSG00000025381	WBGene00012951	0
ENSMUSG00000113470		
ENSMUSG00000078952		
ENSMUSG00000073907		
ENSMUSG00000115550		
ENSMUSG00000082215		
ENSMUSG00000110265		
ENSMUSG00000061897		
ENSMUSG00000074259	WBGene00022593	0
ENSMUSG00000030551	WBGene00017198	0
ENSMUSG00000030551	WBGene00016975	0
ENSMUSG00000030551	WBGene00007547	0
ENSMUSG00000030551	WBGene00003726	0
ENSMUSG00000030551	WBGene00011100	0
ENSMUSG00000030551	WBGene00011099	0
ENSMUSG00000030551	WBGene00011097	0
ENSMUSG00000030551	WBGene00011098	0
ENSMUSG00000030551	WBGene00003706	0
ENSMUSG00000030551	WBGene00003650	0
ENSMUSG00000030551	WBGene00008221	0
ENSMUSG00000030551	WBGene00017787	0
ENSMUSG00000030551	WBGene00003719	0
ENSMUSG00000030551	WBGene00015395	0
ENSMUSG00000030551	WBGene00015396	0
ENSMUSG00000030551	WBGene00015397	0
ENSMUSG00000030551	WBGene00020748	0
ENSMUSG00000030551	WBGene00003683	0
ENSMUSG00000030551	WBGene00015705	0
ENSMUSG00000030551	WBGene00022423	0
ENSMUSG00000030551	WBGene00003659	0
ENSMUSG00000030551	WBGene00044354	0
ENSMUSG00000030551	WBGene00003626	0
ENSMUSG00000030551	WBGene00021848	0
ENSMUSG00000037716		
ENSMUSG00000104340		
ENSMUSG00000081481		
ENSMUSG00000029623		
ENSMUSG00000115366		
ENSMUSG00000081882		
ENSMUSG00000042670	WBGene00007021	1
ENSMUSG00000103188		
ENSMUSG00000114926		
ENSMUSG00000051648	WBGene00009315	0
ENSMUSG00000087144		
ENSMUSG00000101559		
ENSMUSG00000100005		
ENSMUSG00000039138		
ENSMUSG00000113211		
ENSMUSG00000114415		
ENSMUSG00000093686		
ENSMUSG00000114837		
ENSMUSG00000052105		
ENSMUSG00000110235		
ENSMUSG00000050266		
ENSMUSG00000062944		
ENSMUSG00000108869		
ENSMUSG00000114599		
ENSMUSG00000081924		
ENSMUSG00000042178	WBGene00012139	0
ENSMUSG00000105298		
ENSMUSG00000114728		
ENSMUSG00000073640		
ENSMUSG00000106531		
ENSMUSG00000083386		
ENSMUSG00000106426		
ENSMUSG00000059089		
ENSMUSG00000022811		
ENSMUSG00000109789		
ENSMUSG00000099104	WBGene00000067	0
ENSMUSG00000113399		
ENSMUSG00000110430	WBGene00017909	0
ENSMUSG00000110430	WBGene00018527	0
ENSMUSG00000109815		
ENSMUSG00000117387		
ENSMUSG00000002297		
ENSMUSG00000095614		
ENSMUSG00000047842		
ENSMUSG00000031876	WBGene00017909	0
ENSMUSG00000031876	WBGene00018527	0
ENSMUSG00000014782		
ENSMUSG00000084390		
ENSMUSG00000074127	WBGene00017909	0
ENSMUSG00000074127	WBGene00018527	0
ENSMUSG00000031603	WBGene00002881	0
ENSMUSG00000023868	WBGene00016328	1
ENSMUSG00000116914		
ENSMUSG00000075002	WBGene00001501	0
ENSMUSG00000075002	WBGene00001500	0
ENSMUSG00000039478	WBGene00008345	1
ENSMUSG00000117689		
ENSMUSG00000050410	WBGene00007227	0
ENSMUSG00000021704	WBGene00009559	1
ENSMUSG00000016757	WBGene00008405	1
ENSMUSG00000033565	WBGene00001484	0
ENSMUSG00000105335		
ENSMUSG00000046546	WBGene00001116	0
ENSMUSG00000046546	WBGene00002176	0
ENSMUSG00000046546	WBGene00000894	0
ENSMUSG00000046546	WBGene00003830	0
ENSMUSG00000046546	WBGene00009930	0
ENSMUSG00000022855		
ENSMUSG00000106708		
ENSMUSG00000116570		
ENSMUSG00000116546		
ENSMUSG00000055789		
ENSMUSG00000048988	WBGene00011971	0
ENSMUSG00000048988	WBGene00020649	0
ENSMUSG00000116029		
ENSMUSG00000086624		
ENSMUSG00000085753		
ENSMUSG00000106090		
ENSMUSG00000047641		
ENSMUSG00000027522	WBGene00022534	1
ENSMUSG00000044734		
ENSMUSG00000027404	WBGene00004915	0
ENSMUSG00000039763		
ENSMUSG00000106849		
ENSMUSG00000105991		
ENSMUSG00000060371	WBGene00000285	0
ENSMUSG00000060371	WBGene00000287	0
ENSMUSG00000060371	WBGene00008453	0
ENSMUSG00000060371	WBGene00015264	0
ENSMUSG00000098194		
ENSMUSG00000054944		
ENSMUSG00000106745		
ENSMUSG00000114823		
ENSMUSG00000094870	WBGene00001824	0
ENSMUSG00000094870	WBGene00012385	0
ENSMUSG00000116737		
ENSMUSG00000116951		
ENSMUSG00000107144		
ENSMUSG00000087590		
ENSMUSG00000069117	WBGene00004487	1
ENSMUSG00000116581		
ENSMUSG00000107371		
ENSMUSG00000110056		
ENSMUSG00000097346		
ENSMUSG00000023951		
ENSMUSG00000114382		
ENSMUSG00000026516	WBGene00003119	1
ENSMUSG00000047419		
ENSMUSG00000024507	WBGene00000991	1
ENSMUSG00000114968		
ENSMUSG00000097960		
ENSMUSG00000052014		
ENSMUSG00000074113		
ENSMUSG00000100573		
ENSMUSG00000110523		
ENSMUSG00000110642		
ENSMUSG00000060098	WBGene00012298	1
ENSMUSG00000116579		
ENSMUSG00000107334		
ENSMUSG00000006589	WBGene00020557	1
ENSMUSG00000103178		
ENSMUSG00000035785	WBGene00017909	0
ENSMUSG00000035785	WBGene00018527	0
ENSMUSG00000022742		
ENSMUSG00000110600		
ENSMUSG00000102925		
ENSMUSG00000114369		
ENSMUSG00000098492		
ENSMUSG00000102055		
ENSMUSG00000103133		
ENSMUSG00000042349		
ENSMUSG00000098801		
ENSMUSG00000098893		
ENSMUSG00000022003		
ENSMUSG00000047293	WBGene00019183	0
ENSMUSG00000047293	WBGene00015559	0
ENSMUSG00000103388		
ENSMUSG00000074596		
ENSMUSG00000032348	WBGene00001753	0
ENSMUSG00000032348	WBGene00001786	0
ENSMUSG00000032348	WBGene00001755	0
ENSMUSG00000032348	WBGene00001756	0
ENSMUSG00000032348	WBGene00001757	0
ENSMUSG00000032348	WBGene00001750	0
ENSMUSG00000032348	WBGene00001754	0
ENSMUSG00000032348	WBGene00001761	0
ENSMUSG00000032348	WBGene00001781	0
ENSMUSG00000032348	WBGene00001782	0
ENSMUSG00000032348	WBGene00001770	0
ENSMUSG00000032348	WBGene00001783	0
ENSMUSG00000032348	WBGene00001769	0
ENSMUSG00000032348	WBGene00001751	0
ENSMUSG00000032348	WBGene00021566	0
ENSMUSG00000032348	WBGene00018912	0
ENSMUSG00000032348	WBGene00018911	0
ENSMUSG00000032348	WBGene00001758	0
ENSMUSG00000032348	WBGene00001789	0
ENSMUSG00000032348	WBGene00001759	0
ENSMUSG00000032348	WBGene00021127	0
ENSMUSG00000032348	WBGene00001780	0
ENSMUSG00000032348	WBGene00001779	0
ENSMUSG00000032348	WBGene00001785	0
ENSMUSG00000032348	WBGene00001774	0
ENSMUSG00000032348	WBGene00001775	0
ENSMUSG00000032348	WBGene00001777	0
ENSMUSG00000032348	WBGene00001776	0
ENSMUSG00000032348	WBGene00001787	0
ENSMUSG00000032348	WBGene00001760	0
ENSMUSG00000032348	WBGene00001762	0
ENSMUSG00000032348	WBGene00001765	0
ENSMUSG00000032348	WBGene00001767	0
ENSMUSG00000032348	WBGene00001766	0
ENSMUSG00000032348	WBGene00001764	0
ENSMUSG00000032348	WBGene00001772	0
ENSMUSG00000032348	WBGene00001752	0
ENSMUSG00000096351	WBGene00003041	0
ENSMUSG00000096351	WBGene00021661	0
ENSMUSG00000038535		
ENSMUSG00000085939		
ENSMUSG00000022025		
ENSMUSG00000051705	WBGene00006738	0
ENSMUSG00000036902		
ENSMUSG00000074595	WBGene00003173	0
ENSMUSG00000074595	WBGene00009386	0
ENSMUSG00000074595	WBGene00008304	0
ENSMUSG00000074595	WBGene00012186	0
ENSMUSG00000074595	WBGene00015355	0
ENSMUSG00000074595	WBGene00010792	0
ENSMUSG00000074595	WBGene00020648	0
ENSMUSG00000074595	WBGene00008449	0
ENSMUSG00000074595	WBGene00012814	0
ENSMUSG00000074595	WBGene00021939	0
ENSMUSG00000117714		
ENSMUSG00000098058		
ENSMUSG00000097987		
ENSMUSG00000103830		
ENSMUSG00000110525		
ENSMUSG00000098211		
ENSMUSG00000111015		
ENSMUSG00000005683	WBGene00000833	1
ENSMUSG00000031906		
ENSMUSG00000117003		
ENSMUSG00000040220		
ENSMUSG00000034413		
ENSMUSG00000023460		
ENSMUSG00000106938		
ENSMUSG00000114294		
ENSMUSG00000040312	WBGene00015188	0
ENSMUSG00000114348		
ENSMUSG00000117235		
ENSMUSG00000111895		
ENSMUSG00000114474		
ENSMUSG00000097783		
ENSMUSG00000095567	WBGene00007413	0
ENSMUSG00000087605		
ENSMUSG00000118232		
ENSMUSG00000047434	WBGene00010694	0
ENSMUSG00000047434	WBGene00015982	0
ENSMUSG00000047434	WBGene00017723	0
ENSMUSG00000047434	WBGene00009032	0
ENSMUSG00000047434	WBGene00008290	0
ENSMUSG00000047434	WBGene00011779	0
ENSMUSG00000047434	WBGene00010167	0
ENSMUSG00000024105		
ENSMUSG00000001065		
ENSMUSG00000118107		
ENSMUSG00000117186		
ENSMUSG00000054391		
ENSMUSG00000069189	WBGene00020694	0
ENSMUSG00000069189	WBGene00012948	0
ENSMUSG00000069189	WBGene00007637	0
ENSMUSG00000069189	WBGene00016620	0
ENSMUSG00000069189	WBGene00010323	0
ENSMUSG00000069189	WBGene00014075	0
ENSMUSG00000069189	WBGene00020066	0
ENSMUSG00000060332	WBGene00015177	0
ENSMUSG00000060332	WBGene00020490	0
ENSMUSG00000017733	WBGene00003173	0
ENSMUSG00000017733	WBGene00009386	0
ENSMUSG00000017733	WBGene00008304	0
ENSMUSG00000017733	WBGene00012186	0
ENSMUSG00000017733	WBGene00015355	0
ENSMUSG00000017733	WBGene00010792	0
ENSMUSG00000017733	WBGene00020648	0
ENSMUSG00000017733	WBGene00008449	0
ENSMUSG00000017733	WBGene00012814	0
ENSMUSG00000017733	WBGene00021939	0
ENSMUSG00000074183	WBGene00001753	0
ENSMUSG00000074183	WBGene00001786	0
ENSMUSG00000074183	WBGene00001755	0
ENSMUSG00000074183	WBGene00001756	0
ENSMUSG00000074183	WBGene00001757	0
ENSMUSG00000074183	WBGene00001750	0
ENSMUSG00000074183	WBGene00001754	0
ENSMUSG00000074183	WBGene00001761	0
ENSMUSG00000074183	WBGene00001781	0
ENSMUSG00000074183	WBGene00001782	0
ENSMUSG00000074183	WBGene00001770	0
ENSMUSG00000074183	WBGene00001783	0
ENSMUSG00000074183	WBGene00001769	0
ENSMUSG00000074183	WBGene00001751	0
ENSMUSG00000074183	WBGene00021566	0
ENSMUSG00000074183	WBGene00018912	0
ENSMUSG00000074183	WBGene00018911	0
ENSMUSG00000074183	WBGene00001758	0
ENSMUSG00000074183	WBGene00001789	0
ENSMUSG00000074183	WBGene00001780	0
ENSMUSG00000074183	WBGene00001779	0
ENSMUSG00000074183	WBGene00001785	0
ENSMUSG00000074183	WBGene00001774	0
ENSMUSG00000074183	WBGene00001775	0
ENSMUSG00000074183	WBGene00001777	0
ENSMUSG00000074183	WBGene00001776	0
ENSMUSG00000074183	WBGene00001787	0
ENSMUSG00000074183	WBGene00001760	0
ENSMUSG00000074183	WBGene00001762	0
ENSMUSG00000074183	WBGene00001765	0
ENSMUSG00000074183	WBGene00001767	0
ENSMUSG00000074183	WBGene00001766	0
ENSMUSG00000074183	WBGene00001764	0
ENSMUSG00000074183	WBGene00001772	0
ENSMUSG00000074183	WBGene00001752	0
ENSMUSG00000072294		
ENSMUSG00000049823		
ENSMUSG00000034135	WBGene00044388	0
ENSMUSG00000034135	WBGene00012638	0
ENSMUSG00000034135	WBGene00015230	0
ENSMUSG00000004864	WBGene00003048	0
ENSMUSG00000004864	WBGene00002187	0
ENSMUSG00000004864	WBGene00002188	0
ENSMUSG00000004864	WBGene00008200	0
ENSMUSG00000004864	WBGene00013091	0
ENSMUSG00000004864	WBGene00007977	0
ENSMUSG00000004864	WBGene00013705	0
ENSMUSG00000004864	WBGene00004055	0
ENSMUSG00000004864	WBGene00004056	0
ENSMUSG00000110919		
ENSMUSG00000024371		
ENSMUSG00000102027		
ENSMUSG00000111709	WBGene00001753	0
ENSMUSG00000111709	WBGene00001786	0
ENSMUSG00000111709	WBGene00001755	0
ENSMUSG00000111709	WBGene00001756	0
ENSMUSG00000111709	WBGene00001757	0
ENSMUSG00000111709	WBGene00001750	0
ENSMUSG00000111709	WBGene00001754	0
ENSMUSG00000111709	WBGene00001761	0
ENSMUSG00000111709	WBGene00001781	0
ENSMUSG00000111709	WBGene00001782	0
ENSMUSG00000111709	WBGene00001770	0
ENSMUSG00000111709	WBGene00001783	0
ENSMUSG00000111709	WBGene00001769	0
ENSMUSG00000111709	WBGene00001751	0
ENSMUSG00000111709	WBGene00021566	0
ENSMUSG00000111709	WBGene00018912	0
ENSMUSG00000111709	WBGene00018911	0
ENSMUSG00000111709	WBGene00001758	0
ENSMUSG00000111709	WBGene00001789	0
ENSMUSG00000111709	WBGene00001780	0
ENSMUSG00000111709	WBGene00001779	0
ENSMUSG00000111709	WBGene00001785	0
ENSMUSG00000111709	WBGene00001774	0
ENSMUSG00000111709	WBGene00001775	0
ENSMUSG00000111709	WBGene00001777	0
ENSMUSG00000111709	WBGene00001776	0
ENSMUSG00000111709	WBGene00001787	0
ENSMUSG00000111709	WBGene00001760	0
ENSMUSG00000111709	WBGene00001762	0
ENSMUSG00000111709	WBGene00001765	0
ENSMUSG00000111709	WBGene00001767	0
ENSMUSG00000111709	WBGene00001766	0
ENSMUSG00000111709	WBGene00001764	0
ENSMUSG00000111709	WBGene00001772	0
ENSMUSG00000111709	WBGene00001752	0
ENSMUSG00000105944		
ENSMUSG00000084991		
ENSMUSG00000081433		
ENSMUSG00000106359		
ENSMUSG00000111423		
ENSMUSG00000023046		
ENSMUSG00000113923		
ENSMUSG00000097991		
ENSMUSG00000079049		
ENSMUSG00000032115	WBGene00011771	1
ENSMUSG00000032177	WBGene00008443	0
ENSMUSG00000032177	WBGene00022389	0
ENSMUSG00000032264	WBGene00017643	0
ENSMUSG00000001472	WBGene00010620	0
ENSMUSG00000000409		
ENSMUSG00000017314	WBGene00021914	0
ENSMUSG00000017314	WBGene00016841	0
ENSMUSG00000027655	WBGene00022056	1
ENSMUSG00000027655	WBGene00022433	0
ENSMUSG00000029624		
ENSMUSG00000106694		
ENSMUSG00000024409		
ENSMUSG00000032604		
ENSMUSG00000110273		
ENSMUSG00000038722	WBGene00007400	1
ENSMUSG00000039518		
ENSMUSG00000092511		
ENSMUSG00000092409		
ENSMUSG00000024030	WBGene00017179	0
ENSMUSG00000024030	WBGene00015479	0
ENSMUSG00000024030	WBGene00006522	0
ENSMUSG00000106710		
ENSMUSG00000107207		
ENSMUSG00000034040	WBGene00001628	0
ENSMUSG00000034040	WBGene00001635	0
ENSMUSG00000034040	WBGene00001632	0
ENSMUSG00000034040	WBGene00001630	0
ENSMUSG00000074973		
ENSMUSG00000090231		
ENSMUSG00000108899		
ENSMUSG00000083519		
ENSMUSG00000109028		
ENSMUSG00000062169		
ENSMUSG00000108836		
ENSMUSG00000109021		
ENSMUSG00000109018		
ENSMUSG00000074179	WBGene00001753	0
ENSMUSG00000074179	WBGene00001786	0
ENSMUSG00000074179	WBGene00001755	0
ENSMUSG00000074179	WBGene00001756	0
ENSMUSG00000074179	WBGene00001757	0
ENSMUSG00000074179	WBGene00001750	0
ENSMUSG00000074179	WBGene00001754	0
ENSMUSG00000074179	WBGene00001761	0
ENSMUSG00000074179	WBGene00001781	0
