Gene stable ID	Human gene stable ID	Human orthology confidence [0 low, 1 high]
ENSMUSG00000045969	ENSG00000153487	1
ENSMUSG00000038463	ENSG00000162745	1
ENSMUSG00000032098	ENSG00000118094	1
ENSMUSG00000081605		
ENSMUSG00000059355	ENSG00000105583	1
ENSMUSG00000021996	ENSG00000139684	1
ENSMUSG00000073489	ENSG00000163563	0
ENSMUSG00000112046		
ENSMUSG00000050538		
ENSMUSG00000113564		
ENSMUSG00000095799	ENSG00000198692	0
ENSMUSG00000029603	ENSG00000135144	1
ENSMUSG00000051390	ENSG00000236104	1
ENSMUSG00000026271	ENSG00000178623	1
ENSMUSG00000110457		
ENSMUSG00000039307	ENSG00000169660	1
ENSMUSG00000081793		
ENSMUSG00000115067	ENSG00000167261	1
ENSMUSG00000060038	ENSG00000285589	0
ENSMUSG00000060038	ENSG00000095059	1
ENSMUSG00000091832		
ENSMUSG00000091481		
ENSMUSG00000024308	ENSG00000231925	1
ENSMUSG00000090222		
ENSMUSG00000028621	ENSG00000256407	0
ENSMUSG00000028621	ENSG00000215883	1
ENSMUSG00000095384		
ENSMUSG00000034528	ENSG00000170509	1
ENSMUSG00000113140		
ENSMUSG00000113432		
ENSMUSG00000041297	ENSG00000065883	1
ENSMUSG00000020260	ENSG00000186866	1
ENSMUSG00000090788		
ENSMUSG00000037013	ENSG00000141380	1
ENSMUSG00000021357	ENSG00000112685	1
ENSMUSG00000109002		
ENSMUSG00000108985		
ENSMUSG00000098713		
ENSMUSG00000106650		
ENSMUSG00000035211	ENSG00000166435	1
ENSMUSG00000044186	ENSG00000180053	1
ENSMUSG00000048537	ENSG00000019144	1
ENSMUSG00000005150	ENSG00000123154	1
ENSMUSG00000042043	ENSG00000171530	1
ENSMUSG00000078444		
ENSMUSG00000106339		
ENSMUSG00000105660		
ENSMUSG00000028864	ENSG00000019991	1
ENSMUSG00000045538	ENSG00000182810	1
ENSMUSG00000113801		
ENSMUSG00000114145		
ENSMUSG00000092499		
ENSMUSG00000079029	ENSG00000198692	0
ENSMUSG00000053687	ENSG00000167261	1
ENSMUSG00000108172		
ENSMUSG00000107074		
ENSMUSG00000059189		
ENSMUSG00000098223		
ENSMUSG00000079324	ENSG00000181626	0
ENSMUSG00000025727	ENSG00000161992	1
ENSMUSG00000098001		
ENSMUSG00000047050		
ENSMUSG00000097405		
ENSMUSG00000021685	ENSG00000171540	1
ENSMUSG00000031245	ENSG00000198157	0
ENSMUSG00000037326	ENSG00000103326	1
ENSMUSG00000032999	ENSG00000160505	0
ENSMUSG00000000003		
ENSMUSG00000084288		
ENSMUSG00000062181	ENSG00000172828	1
ENSMUSG00000101438		
ENSMUSG00000031898	ENSG00000141096	1
ENSMUSG00000115044		
ENSMUSG00000115325		
ENSMUSG00000115246		
ENSMUSG00000025169	ENSG00000181396	1
ENSMUSG00000032314	ENSG00000140374	1
ENSMUSG00000114993		
ENSMUSG00000040820	ENSG00000159267	1
ENSMUSG00000028068	ENSG00000183856	1
ENSMUSG00000110895		
ENSMUSG00000038970	ENSG00000164715	1
ENSMUSG00000028174	ENSG00000116745	1
ENSMUSG00000078899		
ENSMUSG00000020522	ENSG00000037749	1
ENSMUSG00000113133		
ENSMUSG00000094635		
ENSMUSG00000115396		
ENSMUSG00000115243		
ENSMUSG00000029875	ENSG00000177875	1
ENSMUSG00000098678	ENSG00000204839	1
ENSMUSG00000115679		
ENSMUSG00000082071		
ENSMUSG00000112979		
ENSMUSG00000109667		
ENSMUSG00000098039		
ENSMUSG00000082836		
ENSMUSG00000116949		
ENSMUSG00000005124	ENSG00000104415	1
ENSMUSG00000114020		
ENSMUSG00000015127	ENSG00000059145	0
ENSMUSG00000100021		
ENSMUSG00000032715	ENSG00000101255	1
ENSMUSG00000029427	ENSG00000033030	1
ENSMUSG00000113829		
ENSMUSG00000111155		
ENSMUSG00000045091	ENSG00000184945	1
ENSMUSG00000045091	ENSG00000185176	1
ENSMUSG00000110959		
ENSMUSG00000057444		
ENSMUSG00000111700		
ENSMUSG00000019487	ENSG00000125733	1
ENSMUSG00000032076	ENSG00000182985	1
ENSMUSG00000074240	ENSG00000141977	1
ENSMUSG00000094701		
ENSMUSG00000035227	ENSG00000118363	1
ENSMUSG00000105421		
ENSMUSG00000106333		
ENSMUSG00000093847	ENSG00000198692	0
ENSMUSG00000079522		
ENSMUSG00000113500		
ENSMUSG00000111406		
ENSMUSG00000113583		
ENSMUSG00000113946		
ENSMUSG00000113942		
ENSMUSG00000110393		
ENSMUSG00000022061	ENSG00000167034	1
ENSMUSG00000113238		
ENSMUSG00000105755		
ENSMUSG00000074847		
ENSMUSG00000105607		
ENSMUSG00000104262		
ENSMUSG00000102662		
ENSMUSG00000035234	ENSG00000163322	1
ENSMUSG00000112960		
ENSMUSG00000103546		
ENSMUSG00000103734		
ENSMUSG00000086028		
ENSMUSG00000102999		
ENSMUSG00000027035	ENSG00000172292	1
ENSMUSG00000067360		
ENSMUSG00000044121		
ENSMUSG00000038250	ENSG00000170185	1
ENSMUSG00000117304		
ENSMUSG00000082492		
ENSMUSG00000066170		
ENSMUSG00000094928		
ENSMUSG00000026663	ENSG00000118217	1
ENSMUSG00000086220		
ENSMUSG00000082635		
ENSMUSG00000117308		
ENSMUSG00000102415		
ENSMUSG00000097714		
ENSMUSG00000068074		
ENSMUSG00000021545		
ENSMUSG00000017929	ENSG00000158470	1
ENSMUSG00000086933		
ENSMUSG00000043323	ENSG00000112787	1
ENSMUSG00000085719		
ENSMUSG00000037098	ENSG00000090565	1
ENSMUSG00000117334		
ENSMUSG00000117157		
ENSMUSG00000020520	ENSG00000164574	1
ENSMUSG00000117266		
ENSMUSG00000073386		
ENSMUSG00000037982		
ENSMUSG00000085890		
ENSMUSG00000100130		
ENSMUSG00000103747		
ENSMUSG00000023011	ENSG00000135472	1
ENSMUSG00000103233		
ENSMUSG00000070336	ENSG00000204952	1
ENSMUSG00000029275	ENSG00000162676	1
ENSMUSG00000089669	ENSG00000161955	1
ENSMUSG00000038664	ENSG00000103657	1
ENSMUSG00000023791	ENSG00000163964	1
ENSMUSG00000046722	ENSG00000197622	1
ENSMUSG00000111075		
ENSMUSG00000117131		
ENSMUSG00000033033	ENSG00000138172	1
ENSMUSG00000057406	ENSG00000109685	1
ENSMUSG00000031979	ENSG00000135775	1
ENSMUSG00000037129	ENSG00000137747	1
ENSMUSG00000026659	ENSG00000081721	1
ENSMUSG00000010751	ENSG00000120889	0
ENSMUSG00000010751	ENSG00000173530	0
ENSMUSG00000010751	ENSG00000173535	0
ENSMUSG00000106127		
ENSMUSG00000090030		
ENSMUSG00000025047	ENSG00000148843	1
ENSMUSG00000036817	ENSG00000164828	1
ENSMUSG00000071181		
ENSMUSG00000096874		
ENSMUSG00000117557		
ENSMUSG00000117523		
ENSMUSG00000059361	ENSG00000125841	1
ENSMUSG00000114893		
ENSMUSG00000024122	ENSG00000140992	1
ENSMUSG00000097167		
ENSMUSG00000110926		
ENSMUSG00000038766	ENSG00000143458	1
ENSMUSG00000085831		
ENSMUSG00000034064	ENSG00000163389	1
ENSMUSG00000081434		
ENSMUSG00000068062		
ENSMUSG00000018752	ENSG00000248871	1
ENSMUSG00000061104	ENSG00000150459	0
ENSMUSG00000091174		
ENSMUSG00000110661		
ENSMUSG00000105482		
ENSMUSG00000113082		
ENSMUSG00000076430	ENSG00000188996	1
ENSMUSG00000118024		
ENSMUSG00000032108		
ENSMUSG00000053925		
ENSMUSG00000113952		
ENSMUSG00000086917		
ENSMUSG00000117826		
ENSMUSG00000026497	ENSG00000185155	1
ENSMUSG00000000530	ENSG00000139567	1
ENSMUSG00000117894		
ENSMUSG00000117606		
ENSMUSG00000110502		
ENSMUSG00000090638		
ENSMUSG00000007989	ENSG00000104290	1
ENSMUSG00000104202		
ENSMUSG00000090738		
ENSMUSG00000097363		
ENSMUSG00000027505	ENSG00000213714	1
ENSMUSG00000027505	ENSG00000124103	1
ENSMUSG00000036602	ENSG00000180318	1
ENSMUSG00000026499	ENSG00000182827	1
ENSMUSG00000098847		
ENSMUSG00000045362	ENSG00000120889	0
ENSMUSG00000045362	ENSG00000173530	0
ENSMUSG00000045362	ENSG00000173535	0
ENSMUSG00000031980	ENSG00000135744	1
ENSMUSG00000081344		
ENSMUSG00000053192	ENSG00000213190	1
ENSMUSG00000042243		
ENSMUSG00000060560	ENSG00000172824	1
ENSMUSG00000073528		
ENSMUSG00000114311		
ENSMUSG00000114475		
ENSMUSG00000114459		
ENSMUSG00000103719		
ENSMUSG00000103649		
ENSMUSG00000106487		
ENSMUSG00000049233		
ENSMUSG00000114878		
ENSMUSG00000106100		
ENSMUSG00000015476	ENSG00000204314	1
ENSMUSG00000105882		
ENSMUSG00000118495		
ENSMUSG00000113617		
ENSMUSG00000103225		
ENSMUSG00000046982	ENSG00000179981	1
ENSMUSG00000058420	ENSG00000103528	1
ENSMUSG00000032318	ENSG00000159556	1
ENSMUSG00000015829	ENSG00000116147	1
ENSMUSG00000051977	ENSG00000126856	0
ENSMUSG00000099465		
ENSMUSG00000114246		
ENSMUSG00000021745	ENSG00000144724	1
ENSMUSG00000105603		
ENSMUSG00000029343	ENSG00000100122	1
ENSMUSG00000108332		
ENSMUSG00000049090	ENSG00000180011	1
ENSMUSG00000102976	ENSG00000215817	1
ENSMUSG00000102976	ENSG00000058673	1
ENSMUSG00000037613	ENSG00000120889	0
ENSMUSG00000037613	ENSG00000173530	0
ENSMUSG00000037613	ENSG00000173535	0
ENSMUSG00000054676	ENSG00000131943	1
ENSMUSG00000118485		
ENSMUSG00000118225		
ENSMUSG00000022657	ENSG00000153283	1
ENSMUSG00000090270		
ENSMUSG00000050503	ENSG00000197361	0
ENSMUSG00000113871		
ENSMUSG00000114014		
ENSMUSG00000114780		
ENSMUSG00000062400		
ENSMUSG00000042015	ENSG00000164253	1
ENSMUSG00000097328	ENSG00000239697	1
ENSMUSG00000114534		
ENSMUSG00000068073		
ENSMUSG00000057855		
ENSMUSG00000029095	ENSG00000163995	1
ENSMUSG00000114807		
ENSMUSG00000003813	ENSG00000179262	1
ENSMUSG00000052271	ENSG00000180535	1
ENSMUSG00000068071		
ENSMUSG00000116950		
ENSMUSG00000083722		
ENSMUSG00000118457		
ENSMUSG00000059113		
ENSMUSG00000087062		
ENSMUSG00000094410	ENSG00000257315	1
ENSMUSG00000032184	ENSG00000140280	1
ENSMUSG00000044227		
ENSMUSG00000092525		
ENSMUSG00000032705	ENSG00000081177	1
ENSMUSG00000068067		
ENSMUSG00000033739	ENSG00000204315	1
ENSMUSG00000029074	ENSG00000162571	1
ENSMUSG00000116552		
ENSMUSG00000091039		
ENSMUSG00000106178		
ENSMUSG00000097523		
ENSMUSG00000095599		
ENSMUSG00000029314	ENSG00000138678	1
ENSMUSG00000058368		
ENSMUSG00000087428		
ENSMUSG00000062433		
ENSMUSG00000114431		
ENSMUSG00000031981	ENSG00000135773	1
ENSMUSG00000017756	ENSG00000113504	1
ENSMUSG00000090843	ENSG00000187105	1
ENSMUSG00000114310		
ENSMUSG00000085883		
ENSMUSG00000033751	ENSG00000179271	1
ENSMUSG00000059632	ENSG00000183640	1
ENSMUSG00000066621	ENSG00000205356	1
ENSMUSG00000114267		
ENSMUSG00000113376		
ENSMUSG00000056706	ENSG00000274749	1
ENSMUSG00000083210		
ENSMUSG00000102049	ENSG00000257315	1
ENSMUSG00000053226	ENSG00000179284	1
ENSMUSG00000048621		
ENSMUSG00000091212	ENSG00000182591	1
ENSMUSG00000108616		
ENSMUSG00000116870		
ENSMUSG00000104711		
ENSMUSG00000116651		
ENSMUSG00000108373		
ENSMUSG00000031246	ENSG00000131171	1
ENSMUSG00000104543		
ENSMUSG00000048215		
ENSMUSG00000085423		
ENSMUSG00000108776		
ENSMUSG00000105507		
ENSMUSG00000105077		
ENSMUSG00000041650	ENSG00000175198	1
ENSMUSG00000108701		
ENSMUSG00000105073		
ENSMUSG00000020821	ENSG00000129250	1
ENSMUSG00000087690		
ENSMUSG00000092526		
ENSMUSG00000117915		
ENSMUSG00000105785		
ENSMUSG00000106666		
ENSMUSG00000105588		
ENSMUSG00000030452	ENSG00000140157	1
ENSMUSG00000111511		
ENSMUSG00000045952		
ENSMUSG00000032310	ENSG00000140505	1
ENSMUSG00000035790	ENSG00000174007	1
ENSMUSG00000024223	ENSG00000157343	1
ENSMUSG00000061242		
ENSMUSG00000105665		
ENSMUSG00000110981		
ENSMUSG00000110189		
ENSMUSG00000110106		
ENSMUSG00000023935	ENSG00000249481	1
ENSMUSG00000087611		
ENSMUSG00000111156		
ENSMUSG00000109251		
ENSMUSG00000031666	ENSG00000103479	1
ENSMUSG00000111726		
ENSMUSG00000097801		
ENSMUSG00000030549	ENSG00000140519	1
ENSMUSG00000112047		
ENSMUSG00000030731	ENSG00000213023	1
ENSMUSG00000051817	ENSG00000177732	1
ENSMUSG00000112421		
ENSMUSG00000112606		
ENSMUSG00000021604	ENSG00000113430	1
ENSMUSG00000078350	ENSG00000235169	1
ENSMUSG00000021130	ENSG00000100626	1
ENSMUSG00000028640	ENSG00000087510	1
ENSMUSG00000074682	ENSG00000247315	1
ENSMUSG00000015461	ENSG00000213676	1
ENSMUSG00000023932	ENSG00000096401	1
ENSMUSG00000056728		
ENSMUSG00000086549		
ENSMUSG00000103156		
ENSMUSG00000044827	ENSG00000174125	1
ENSMUSG00000034532	ENSG00000214050	1
ENSMUSG00000091151		
ENSMUSG00000108318		
ENSMUSG00000097119		
ENSMUSG00000102176		
ENSMUSG00000034931	ENSG00000067596	1
ENSMUSG00000032181	ENSG00000104112	1
ENSMUSG00000038084	ENSG00000198836	1
ENSMUSG00000112701		
ENSMUSG00000083079		
ENSMUSG00000005474	ENSG00000106436	1
ENSMUSG00000008028	ENSG00000235034	1
ENSMUSG00000042279	ENSG00000178804	0
ENSMUSG00000059179		
ENSMUSG00000029028	ENSG00000130764	1
ENSMUSG00000075463		
ENSMUSG00000107370		
ENSMUSG00000107278		
ENSMUSG00000115264		
ENSMUSG00000063810	ENSG00000116127	0
ENSMUSG00000108372		
ENSMUSG00000041625	ENSG00000134864	1
ENSMUSG00000108719		
ENSMUSG00000086146		
ENSMUSG00000033316	ENSG00000182870	1
ENSMUSG00000020198	ENSG00000065000	1
ENSMUSG00000108509		
ENSMUSG00000038738	ENSG00000161681	1
ENSMUSG00000032690	ENSG00000111335	1
ENSMUSG00000031983	ENSG00000119280	1
ENSMUSG00000115213		
ENSMUSG00000106394		
ENSMUSG00000048087	ENSG00000101444	0
ENSMUSG00000104541		
ENSMUSG00000111280		
ENSMUSG00000102187		
ENSMUSG00000114609		
ENSMUSG00000022097	ENSG00000168484	1
ENSMUSG00000096372		
ENSMUSG00000114876		
ENSMUSG00000115256		
ENSMUSG00000114890		
ENSMUSG00000040945	ENSG00000179051	1
ENSMUSG00000114792		
ENSMUSG00000104923		
ENSMUSG00000113485		
ENSMUSG00000041594	ENSG00000125247	1
ENSMUSG00000066407		
ENSMUSG00000115511		
ENSMUSG00000114986		
ENSMUSG00000104800		
ENSMUSG00000003039	ENSG00000105058	1
ENSMUSG00000046434	ENSG00000135486	1
ENSMUSG00000109727		
ENSMUSG00000091477		
ENSMUSG00000109279		
ENSMUSG00000109755		
ENSMUSG00000027860	ENSG00000173218	1
ENSMUSG00000090332		
ENSMUSG00000109005		
ENSMUSG00000004415	ENSG00000160963	1
ENSMUSG00000107075		
ENSMUSG00000109429		
ENSMUSG00000115514		
ENSMUSG00000031667	ENSG00000166971	1
ENSMUSG00000094561	ENSG00000270505	0
ENSMUSG00000094561	ENSG00000281179	0
ENSMUSG00000094561	ENSG00000281990	0
ENSMUSG00000094561	ENSG00000211961	0
ENSMUSG00000094561	ENSG00000211935	0
ENSMUSG00000094561	ENSG00000211945	0
ENSMUSG00000094561	ENSG00000280411	0
ENSMUSG00000094561	ENSG00000211950	0
ENSMUSG00000094561	ENSG00000211973	0
ENSMUSG00000094561	ENSG00000211968	0
ENSMUSG00000094561	ENSG00000277282	0
ENSMUSG00000094561	ENSG00000278782	0
ENSMUSG00000094561	ENSG00000211962	0
ENSMUSG00000094561	ENSG00000211934	0
ENSMUSG00000094561	ENSG00000188403	0
ENSMUSG00000115305		
ENSMUSG00000047636	ENSG00000157211	1
ENSMUSG00000097793		
ENSMUSG00000115290		
ENSMUSG00000048410	ENSG00000215421	1
ENSMUSG00000021537	ENSG00000153140	1
ENSMUSG00000092210		
ENSMUSG00000020140	ENSG00000139292	1
ENSMUSG00000109167		
ENSMUSG00000032011	ENSG00000154096	1
ENSMUSG00000118385		
ENSMUSG00000095115	ENSG00000205730	1
ENSMUSG00000051998	ENSG00000122188	1
ENSMUSG00000102951		
ENSMUSG00000031885	ENSG00000067955	1
ENSMUSG00000024383	ENSG00000169967	1
ENSMUSG00000029111	ENSG00000185049	1
ENSMUSG00000099854		
ENSMUSG00000021606	ENSG00000145494	1
ENSMUSG00000034116	ENSG00000141968	1
ENSMUSG00000109903		
ENSMUSG00000089916		
ENSMUSG00000085304		
ENSMUSG00000044349		
ENSMUSG00000028618	ENSG00000116209	1
ENSMUSG00000021607	ENSG00000171421	1
ENSMUSG00000017652	ENSG00000101017	1
ENSMUSG00000112828		
ENSMUSG00000114209		
ENSMUSG00000035863	ENSG00000099864	1
ENSMUSG00000051498	ENSG00000174130	1
ENSMUSG00000094004		
ENSMUSG00000081506		
ENSMUSG00000108748	ENSG00000172640	1
ENSMUSG00000105706		
ENSMUSG00000091273		
ENSMUSG00000075020		
ENSMUSG00000021226	ENSG00000119673	0
ENSMUSG00000021226	ENSG00000184227	1
ENSMUSG00000091827		
ENSMUSG00000075427	ENSG00000172640	1
ENSMUSG00000090750		
ENSMUSG00000085873		
ENSMUSG00000095743		
ENSMUSG00000063225		
ENSMUSG00000027641	ENSG00000080839	1
ENSMUSG00000090681		
ENSMUSG00000058643		
ENSMUSG00000111031		
ENSMUSG00000109980		
ENSMUSG00000025076	ENSG00000165806	1
ENSMUSG00000027291	ENSG00000166887	1
ENSMUSG00000066030	ENSG00000120952	0
ENSMUSG00000066030	ENSG00000270601	0
ENSMUSG00000066030	ENSG00000204510	0
ENSMUSG00000066030	ENSG00000280267	0
ENSMUSG00000066030	ENSG00000204479	0
ENSMUSG00000066030	ENSG00000204478	0
ENSMUSG00000066030	ENSG00000232423	0
ENSMUSG00000066030	ENSG00000116726	0
ENSMUSG00000066030	ENSG00000243073	0
ENSMUSG00000066030	ENSG00000116721	0
ENSMUSG00000066030	ENSG00000204481	0
ENSMUSG00000066030	ENSG00000187545	0
ENSMUSG00000066030	ENSG00000204501	0
ENSMUSG00000066030	ENSG00000279804	0
ENSMUSG00000066030	ENSG00000229571	0
ENSMUSG00000066030	ENSG00000279169	0
ENSMUSG00000066030	ENSG00000239810	0
ENSMUSG00000066030	ENSG00000274764	0
ENSMUSG00000066030	ENSG00000237700	0
ENSMUSG00000066030	ENSG00000182330	0
ENSMUSG00000066030	ENSG00000204480	0
ENSMUSG00000066030	ENSG00000204505	0
ENSMUSG00000106358		
ENSMUSG00000028619	ENSG00000116205	1
ENSMUSG00000114016		
ENSMUSG00000021514	ENSG00000171606	0
ENSMUSG00000074268		
ENSMUSG00000102000		
ENSMUSG00000090129	ENSG00000172640	1
ENSMUSG00000105282		
ENSMUSG00000105861		
ENSMUSG00000105648		
ENSMUSG00000104990		
ENSMUSG00000104851		
ENSMUSG00000104894		
ENSMUSG00000046262	ENSG00000120952	0
ENSMUSG00000046262	ENSG00000270601	0
ENSMUSG00000046262	ENSG00000204510	0
ENSMUSG00000046262	ENSG00000280267	0
ENSMUSG00000046262	ENSG00000204479	0
ENSMUSG00000046262	ENSG00000204478	0
ENSMUSG00000046262	ENSG00000232423	0
ENSMUSG00000046262	ENSG00000116726	0
ENSMUSG00000046262	ENSG00000243073	0
ENSMUSG00000046262	ENSG00000116721	0
ENSMUSG00000046262	ENSG00000204481	0
ENSMUSG00000046262	ENSG00000187545	0
ENSMUSG00000046262	ENSG00000204501	0
ENSMUSG00000046262	ENSG00000279804	0
ENSMUSG00000046262	ENSG00000229571	0
ENSMUSG00000046262	ENSG00000279169	0
ENSMUSG00000046262	ENSG00000239810	0
ENSMUSG00000046262	ENSG00000274764	0
ENSMUSG00000046262	ENSG00000237700	0
ENSMUSG00000046262	ENSG00000182330	0
ENSMUSG00000046262	ENSG00000204480	0
ENSMUSG00000046262	ENSG00000204505	0
ENSMUSG00000106603		
ENSMUSG00000105224		
ENSMUSG00000109293	ENSG00000163354	1
ENSMUSG00000094615		
ENSMUSG00000041354	ENSG00000237441	1
ENSMUSG00000105347		
ENSMUSG00000114804		
ENSMUSG00000039706	ENSG00000169744	1
ENSMUSG00000113490		
ENSMUSG00000113826		
ENSMUSG00000042672	ENSG00000163357	1
ENSMUSG00000113861		
ENSMUSG00000036880	ENSG00000167315	1
ENSMUSG00000113903		
ENSMUSG00000104405		
ENSMUSG00000103065		
ENSMUSG00000109928		
ENSMUSG00000047977	ENSG00000244476	0
ENSMUSG00000092402		
ENSMUSG00000081681		
ENSMUSG00000044461	ENSG00000180730	1
ENSMUSG00000089694	ENSG00000144035	1
ENSMUSG00000089694	ENSG00000204872	0
ENSMUSG00000025265	ENSG00000102302	1
ENSMUSG00000098248		
ENSMUSG00000040669	ENSG00000111752	1
ENSMUSG00000098255		
ENSMUSG00000046150	ENSG00000284680	0
ENSMUSG00000046150	ENSG00000284609	0
ENSMUSG00000034248	ENSG00000147454	1
ENSMUSG00000095964		
ENSMUSG00000117754		
ENSMUSG00000038994		
ENSMUSG00000090256		
ENSMUSG00000087543		
ENSMUSG00000097949		
ENSMUSG00000051262	ENSG00000144035	0
ENSMUSG00000051262	ENSG00000204872	1
ENSMUSG00000111127		
ENSMUSG00000072949	ENSG00000119673	1
ENSMUSG00000072949	ENSG00000184227	0
ENSMUSG00000001508	ENSG00000108823	1
ENSMUSG00000117767		
ENSMUSG00000114194		
ENSMUSG00000113990		
ENSMUSG00000113406		
ENSMUSG00000116536		
ENSMUSG00000114142		
ENSMUSG00000040164	ENSG00000124134	1
ENSMUSG00000096508		
ENSMUSG00000087164		
ENSMUSG00000002489	ENSG00000156299	1
ENSMUSG00000026751	ENSG00000136931	1
ENSMUSG00000056961		
ENSMUSG00000111409	ENSG00000173456	1
ENSMUSG00000053128	ENSG00000173456	1
ENSMUSG00000094371		
ENSMUSG00000053846	ENSG00000101670	1
ENSMUSG00000081333		
ENSMUSG00000042845	ENSG00000168703	0
ENSMUSG00000082527		
ENSMUSG00000084113		
ENSMUSG00000032846	ENSG00000130449	1
ENSMUSG00000025264	ENSG00000158526	1
ENSMUSG00000111415		
ENSMUSG00000085649		
ENSMUSG00000114357		
ENSMUSG00000032010	ENSG00000036672	1
ENSMUSG00000040154	ENSG00000175121	1
ENSMUSG00000034522	ENSG00000186918	1
ENSMUSG00000118384		
ENSMUSG00000062328		
ENSMUSG00000051769		
ENSMUSG00000026692	ENSG00000076258	1
ENSMUSG00000113409		
ENSMUSG00000030092	ENSG00000134115	1
ENSMUSG00000114627		
ENSMUSG00000113145		
ENSMUSG00000003814	ENSG00000179218	1
ENSMUSG00000114964		
ENSMUSG00000068184	ENSG00000164182	1
ENSMUSG00000018211		
ENSMUSG00000074170	ENSG00000166289	1
ENSMUSG00000118144		
ENSMUSG00000106332		
ENSMUSG00000105136		
ENSMUSG00000032315	ENSG00000140465	1
ENSMUSG00000083409		
ENSMUSG00000036299	ENSG00000177576	1
ENSMUSG00000082189		
ENSMUSG00000095528		
ENSMUSG00000103505		
ENSMUSG00000083928		
ENSMUSG00000114202		
ENSMUSG00000040132	ENSG00000124233	0
ENSMUSG00000040132	ENSG00000124157	0
ENSMUSG00000081909		
ENSMUSG00000026219	ENSG00000153827	1
ENSMUSG00000114296		
ENSMUSG00000090098		
ENSMUSG00000113346		
ENSMUSG00000071180	ENSG00000188725	1
ENSMUSG00000083708		
ENSMUSG00000090798		
ENSMUSG00000114769		
ENSMUSG00000105151		
ENSMUSG00000090821		
ENSMUSG00000093968		
ENSMUSG00000115050		
ENSMUSG00000033007	ENSG00000072182	1
ENSMUSG00000021591	ENSG00000173221	1
ENSMUSG00000090159		
ENSMUSG00000020019	ENSG00000074527	1
ENSMUSG00000049313	ENSG00000137642	1
ENSMUSG00000031508	ENSG00000088448	1
ENSMUSG00000086069		
ENSMUSG00000027239	ENSG00000110492	1
ENSMUSG00000117603		
ENSMUSG00000050383	ENSG00000124233	0
ENSMUSG00000050383	ENSG00000124157	0
ENSMUSG00000075284	ENSG00000115935	1
ENSMUSG00000024309	ENSG00000204220	1
ENSMUSG00000102605		
ENSMUSG00000082853		
ENSMUSG00000021728	ENSG00000170571	1
ENSMUSG00000074652	ENSG00000078814	1
ENSMUSG00000016998		
ENSMUSG00000085723		
ENSMUSG00000097511		
ENSMUSG00000086891		
ENSMUSG00000118105		
ENSMUSG00000001419	ENSG00000116604	1
ENSMUSG00000017003	ENSG00000124233	0
ENSMUSG00000017003	ENSG00000124157	0
ENSMUSG00000086360		
ENSMUSG00000087685		
ENSMUSG00000038324	ENSG00000100991	1
ENSMUSG00000017000		
ENSMUSG00000033294	ENSG00000184967	1
ENSMUSG00000091423		
ENSMUSG00000021589	ENSG00000164292	1
ENSMUSG00000037300	ENSG00000143643	1
ENSMUSG00000082610		
ENSMUSG00000041733	ENSG00000110871	1
ENSMUSG00000096935		
ENSMUSG00000090033		
ENSMUSG00000021313	ENSG00000198626	1
ENSMUSG00000113070		
ENSMUSG00000091238		
ENSMUSG00000083641		
ENSMUSG00000002845	ENSG00000176142	1
ENSMUSG00000081816		
ENSMUSG00000021684	ENSG00000113231	1
ENSMUSG00000021684	ENSG00000284762	1
ENSMUSG00000079494	ENSG00000144035	1
ENSMUSG00000079494	ENSG00000204872	1
ENSMUSG00000045731	ENSG00000168081	1
ENSMUSG00000079495	ENSG00000144035	0
ENSMUSG00000079495	ENSG00000204872	0
ENSMUSG00000081211		
ENSMUSG00000090272	ENSG00000163563	0
ENSMUSG00000029577	ENSG00000151148	1
ENSMUSG00000033595	ENSG00000168481	1
ENSMUSG00000117676		
ENSMUSG00000108749		
ENSMUSG00000056162	ENSG00000150656	1
ENSMUSG00000030423	ENSG00000105171	1
ENSMUSG00000105891		
ENSMUSG00000104503		
ENSMUSG00000040428	ENSG00000105559	1
ENSMUSG00000073633	ENSG00000153832	1
ENSMUSG00000102433		
ENSMUSG00000105966		
ENSMUSG00000106459		
ENSMUSG00000061740	ENSG00000205702	0
ENSMUSG00000061740	ENSG00000100197	1
ENSMUSG00000022875	ENSG00000113889	1
ENSMUSG00000027859	ENSG00000134259	1
ENSMUSG00000113844		
ENSMUSG00000101410		
ENSMUSG00000054994		
ENSMUSG00000101548		
ENSMUSG00000109088		
ENSMUSG00000078898		
ENSMUSG00000030004	ENSG00000144035	1
ENSMUSG00000030004	ENSG00000204872	1
ENSMUSG00000045246	ENSG00000168418	1
ENSMUSG00000040078		
ENSMUSG00000096119		
ENSMUSG00000056854	ENSG00000196767	1
ENSMUSG00000086685		
ENSMUSG00000095231		
ENSMUSG00000033634	ENSG00000144035	0
ENSMUSG00000033634	ENSG00000204872	0
ENSMUSG00000106121		
ENSMUSG00000091425		
ENSMUSG00000034689		
ENSMUSG00000083225		
ENSMUSG00000036743	ENSG00000154611	1
ENSMUSG00000010045	ENSG00000126062	1
ENSMUSG00000104619		
ENSMUSG00000097762		
ENSMUSG00000027642	ENSG00000118705	1
ENSMUSG00000110453		
ENSMUSG00000052392	ENSG00000177465	1
ENSMUSG00000023336	ENSG00000103175	1
ENSMUSG00000035852	ENSG00000099812	1
ENSMUSG00000078897		
ENSMUSG00000034739	ENSG00000235718	1
ENSMUSG00000098072		
ENSMUSG00000037190	ENSG00000114395	1
