@relation Data_Cortex_Nuclear

@attribute ﻿MouseID {309_1,309_2,309_3,309_4,309_5,309_6,309_7,309_8,309_9,309_10,309_11,309_12,309_13,309_14,309_15,311_1,311_2,311_3,311_4,311_5,311_6,311_7,311_8,311_9,311_10,311_11,311_12,311_13,311_14,311_15,320_1,320_2,320_3,320_4,320_5,320_6,320_7,320_8,320_9,320_10,320_11,320_12,320_13,320_14,320_15,321_1,321_2,321_3,321_4,321_5,321_6,321_7,321_8,321_9,321_10,321_11,321_12,321_13,321_14,321_15,322_1,322_2,322_3,322_4,322_5,322_6,322_7,322_8,322_9,322_10,322_11,322_12,322_13,322_14,322_15,3415_1,3415_2,3415_3,3415_4,3415_5,3415_6,3415_7,3415_8,3415_9,3415_10,3415_11,3415_12,3415_13,3415_14,3415_15,3499_1,3499_2,3499_3,3499_4,3499_5,3499_6,3499_7,3499_8,3499_9,3499_10,3499_11,3499_12,3499_13,3499_14,3499_15,3507_1,3507_2,3507_3,3507_4,3507_5,3507_6,3507_7,3507_8,3507_9,3507_10,3507_11,3507_12,3507_13,3507_14,3507_15,3520_1,3520_2,3520_3,3520_4,3520_5,3520_6,3520_7,3520_8,3520_9,3520_10,3520_11,3520_12,3520_13,3520_14,3520_15,3521_1,3521_2,3521_3,3521_4,3521_5,3521_6,3521_7,3521_8,3521_9,3521_10,3521_11,3521_12,3521_13,3521_14,3521_15,294_1,294_2,294_3,294_4,294_5,294_6,294_7,294_8,294_9,294_10,294_11,294_12,294_13,294_14,294_15,3412_1,3412_2,3412_3,3412_4,3412_5,3412_6,3412_7,3412_8,3412_9,3412_10,3412_11,3412_12,3412_13,3412_14,3412_15,3413_1,3413_2,3413_3,3413_4,3413_5,3413_6,3413_7,3413_8,3413_9,3413_10,3413_11,3413_12,3413_13,3413_14,3413_15,3419_1,3419_2,3419_3,3419_4,3419_5,3419_6,3419_7,3419_8,3419_9,3419_10,3419_11,3419_12,3419_13,3419_14,3419_15,3420_1,3420_2,3420_3,3420_4,3420_5,3420_6,3420_7,3420_8,3420_9,3420_10,3420_11,3420_12,3420_13,3420_14,3420_15,3500_1,3500_2,3500_3,3500_4,3500_5,3500_6,3500_7,3500_8,3500_9,3500_10,3500_11,3500_12,3500_13,3500_14,3500_15,3503_1,3503_2,3503_3,3503_4,3503_5,3503_6,3503_7,3503_8,3503_9,3503_10,3503_11,3503_12,3503_13,3503_14,3503_15,362_1,362_2,362_3,362_4,362_5,362_6,362_7,362_8,362_9,362_10,362_11,362_12,362_13,362_14,362_15,364_1,364_2,364_3,364_4,364_5,364_6,364_7,364_8,364_9,364_10,364_11,364_12,364_13,364_14,364_15,365_1,365_2,365_3,365_4,365_5,365_6,365_7,365_8,365_9,365_10,365_11,365_12,365_13,365_14,365_15,3477_1,3477_2,3477_3,3477_4,3477_5,3477_6,3477_7,3477_8,3477_9,3477_10,3477_11,3477_12,3477_13,3477_14,3477_15,3478_1,3478_2,3478_3,3478_4,3478_5,3478_6,3478_7,3478_8,3478_9,3478_10,3478_11,3478_12,3478_13,3478_14,3478_15,3479_1,3479_2,3479_3,3479_4,3479_5,3479_6,3479_7,3479_8,3479_9,3479_10,3479_11,3479_12,3479_13,3479_14,3479_15,3480_1,3480_2,3480_3,3480_4,3480_5,3480_6,3480_7,3480_8,3480_9,3480_10,3480_11,3480_12,3480_13,3480_14,3480_15,3484_1,3484_2,3484_3,3484_4,3484_5,3484_6,3484_7,3484_8,3484_9,3484_10,3484_11,3484_12,3484_13,3484_14,3484_15,3497_1,3497_2,3497_3,3497_4,3497_5,3497_6,3497_7,3497_8,3497_9,3497_10,3497_11,3497_12,3497_13,3497_14,3497_15,50810A_1,50810A_2,50810A_3,50810A_4,50810A_5,50810A_6,50810A_7,50810A_8,50810A_9,50810A_10,50810A_11,50810A_12,50810A_13,50810A_14,50810A_15,50810D_1,50810D_2,50810D_3,50810D_4,50810D_5,50810D_6,50810D_7,50810D_8,50810D_9,50810D_10,50810D_11,50810D_12,50810D_13,50810D_14,50810D_15,50810F_1,50810F_2,50810F_3,50810F_4,50810F_5,50810F_6,50810F_7,50810F_8,50810F_9,50810F_10,50810F_11,50810F_12,50810F_13,50810F_14,50810F_15,3422_1,3422_2,3422_3,3422_4,3422_5,3422_6,3422_7,3422_8,3422_9,3422_10,3422_11,3422_12,3422_13,3422_14,3422_15,3423_1,3423_2,3423_3,3423_4,3423_5,3423_6,3423_7,3423_8,3423_9,3423_10,3423_11,3423_12,3423_13,3423_14,3423_15,3424_1,3424_2,3424_3,3424_4,3424_5,3424_6,3424_7,3424_8,3424_9,3424_10,3424_11,3424_12,3424_13,3424_14,3424_15,3481_1,3481_2,3481_3,3481_4,3481_5,3481_6,3481_7,3481_8,3481_9,3481_10,3481_11,3481_12,3481_13,3481_14,3481_15,3488_1,3488_2,3488_3,3488_4,3488_5,3488_6,3488_7,3488_8,3488_9,3488_10,3488_11,3488_12,3488_13,3488_14,3488_15,3489_1,3489_2,3489_3,3489_4,3489_5,3489_6,3489_7,3489_8,3489_9,3489_10,3489_11,3489_12,3489_13,3489_14,3489_15,3490_1,3490_2,3490_3,3490_4,3490_5,3490_6,3490_7,3490_8,3490_9,3490_10,3490_11,3490_12,3490_13,3490_14,3490_15,3516_1,3516_2,3516_3,3516_4,3516_5,3516_6,3516_7,3516_8,3516_9,3516_10,3516_11,3516_12,3516_13,3516_14,3516_15,J2292_1,J2292_2,J2292_3,J2292_4,J2292_5,J2292_6,J2292_7,J2292_8,J2292_9,J2292_10,J2292_11,J2292_12,J2292_13,J2292_14,J2292_15,3414_1,3414_2,3414_3,3414_4,3414_5,3414_6,3414_7,3414_8,3414_9,3414_10,3414_11,3414_12,3414_13,3414_14,3414_15,3416_1,3416_2,3416_3,3416_4,3416_5,3416_6,3416_7,3416_8,3416_9,3416_10,3416_11,3416_12,3416_13,3416_14,3416_15,3417_1,3417_2,3417_3,3417_4,3417_5,3417_6,3417_7,3417_8,3417_9,3417_10,3417_11,3417_12,3417_13,3417_14,3417_15,3429_1,3429_2,3429_3,3429_4,3429_5,3429_6,3429_7,3429_8,3429_9,3429_10,3429_11,3429_12,3429_13,3429_14,3429_15,3504_1,3504_2,3504_3,3504_4,3504_5,3504_6,3504_7,3504_8,3504_9,3504_10,3504_11,3504_12,3504_13,3504_14,3504_15,3505_1,3505_2,3505_3,3505_4,3505_5,3505_6,3505_7,3505_8,3505_9,3505_10,3505_11,3505_12,3505_13,3505_14,3505_15,3522_1,3522_2,3522_3,3522_4,3522_5,3522_6,3522_7,3522_8,3522_9,3522_10,3522_11,3522_12,3522_13,3522_14,3522_15,361_1,361_2,361_3,361_4,361_5,361_6,361_7,361_8,361_9,361_10,361_11,361_12,361_13,361_14,361_15,363_1,363_2,363_3,363_4,363_5,363_6,363_7,363_8,363_9,363_10,363_11,363_12,363_13,363_14,363_15,293_1,293_2,293_3,293_4,293_5,293_6,293_7,293_8,293_9,293_10,293_11,293_12,293_13,293_14,293_15,3411_1,3411_2,3411_3,3411_4,3411_5,3411_6,3411_7,3411_8,3411_9,3411_10,3411_11,3411_12,3411_13,3411_14,3411_15,3418_1,3418_2,3418_3,3418_4,3418_5,3418_6,3418_7,3418_8,3418_9,3418_10,3418_11,3418_12,3418_13,3418_14,3418_15,3501_1,3501_2,3501_3,3501_4,3501_5,3501_6,3501_7,3501_8,3501_9,3501_10,3501_11,3501_12,3501_13,3501_14,3501_15,3502_1,3502_2,3502_3,3502_4,3502_5,3502_6,3502_7,3502_8,3502_9,3502_10,3502_11,3502_12,3502_13,3502_14,3502_15,3530_1,3530_2,3530_3,3530_4,3530_5,3530_6,3530_7,3530_8,3530_9,3530_10,3530_11,3530_12,3530_13,3530_14,3530_15,3534_1,3534_2,3534_3,3534_4,3534_5,3534_6,3534_7,3534_8,3534_9,3534_10,3534_11,3534_12,3534_13,3534_14,3534_15,3605_1,3605_2,3605_3,3605_4,3605_5,3605_6,3605_7,3605_8,3605_9,3605_10,3605_11,3605_12,3605_13,3605_14,3605_15,3606_1,3606_2,3606_3,3606_4,3606_5,3606_6,3606_7,3606_8,3606_9,3606_10,3606_11,3606_12,3606_13,3606_14,3606_15,18899_1,18899_2,18899_3,18899_4,18899_5,18899_6,18899_7,18899_8,18899_9,18899_10,18899_11,18899_12,18899_13,18899_14,18899_15,3476_1,3476_2,3476_3,3476_4,3476_5,3476_6,3476_7,3476_8,3476_9,3476_10,3476_11,3476_12,3476_13,3476_14,3476_15,3483_1,3483_2,3483_3,3483_4,3483_5,3483_6,3483_7,3483_8,3483_9,3483_10,3483_11,3483_12,3483_13,3483_14,3483_15,3498_1,3498_2,3498_3,3498_4,3498_5,3498_6,3498_7,3498_8,3498_9,3498_10,3498_11,3498_12,3498_13,3498_14,3498_15,50810B_1,50810B_2,50810B_3,50810B_4,50810B_5,50810B_6,50810B_7,50810B_8,50810B_9,50810B_10,50810B_11,50810B_12,50810B_13,50810B_14,50810B_15,50810C_1,50810C_2,50810C_3,50810C_4,50810C_5,50810C_6,50810C_7,50810C_8,50810C_9,50810C_10,50810C_11,50810C_12,50810C_13,50810C_14,50810C_15,50810E_1,50810E_2,50810E_3,50810E_4,50810E_5,50810E_6,50810E_7,50810E_8,50810E_9,50810E_10,50810E_11,50810E_12,50810E_13,50810E_14,50810E_15,3421_1,3421_2,3421_3,3421_4,3421_5,3421_6,3421_7,3421_8,3421_9,3421_10,3421_11,3421_12,3421_13,3421_14,3421_15,3425_1,3425_2,3425_3,3425_4,3425_5,3425_6,3425_7,3425_8,3425_9,3425_10,3425_11,3425_12,3425_13,3425_14,3425_15,3426_1,3426_2,3426_3,3426_4,3426_5,3426_6,3426_7,3426_8,3426_9,3426_10,3426_11,3426_12,3426_13,3426_14,3426_15,3491_1,3491_2,3491_3,3491_4,3491_5,3491_6,3491_7,3491_8,3491_9,3491_10,3491_11,3491_12,3491_13,3491_14,3491_15,3513_1,3513_2,3513_3,3513_4,3513_5,3513_6,3513_7,3513_8,3513_9,3513_10,3513_11,3513_12,3513_13,3513_14,3513_15,3517_1,3517_2,3517_3,3517_4,3517_5,3517_6,3517_7,3517_8,3517_9,3517_10,3517_11,3517_12,3517_13,3517_14,3517_15,3525_1,3525_2,3525_3,3525_4,3525_5,3525_6,3525_7,3525_8,3525_9,3525_10,3525_11,3525_12,3525_13,3525_14,3525_15,J1291_1,J1291_2,J1291_3,J1291_4,J1291_5,J1291_6,J1291_7,J1291_8,J1291_9,J1291_10,J1291_11,J1291_12,J1291_13,J1291_14,J1291_15,J3295_1,J3295_2,J3295_3,J3295_4,J3295_5,J3295_6,J3295_7,J3295_8,J3295_9,J3295_10,J3295_11,J3295_12,J3295_13,J3295_14,J3295_15}
@attribute DYRK1A_N numeric
@attribute ITSN1_N numeric
@attribute BDNF_N numeric
@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pAKT_N numeric
@attribute pBRAF_N numeric
@attribute pCAMKII_N numeric
@attribute pCREB_N numeric
@attribute pELK_N numeric
@attribute pERK_N numeric
@attribute pJNK_N numeric
@attribute PKCA_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pNR2A_N numeric
@attribute pNR2B_N numeric
@attribute pPKCAB_N numeric
@attribute pRSK_N numeric
@attribute AKT_N numeric
@attribute BRAF_N numeric
@attribute CAMKII_N numeric
@attribute CREB_N numeric
@attribute ELK_N numeric
@attribute ERK_N numeric
@attribute GSK3B_N numeric
@attribute JNK_N numeric
@attribute MEK_N numeric
@attribute TRKA_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute Bcatenin_N numeric
@attribute SOD1_N numeric
@attribute MTOR_N numeric
@attribute P38_N numeric
@attribute pMTOR_N numeric
@attribute DSCR1_N numeric
@attribute AMPKA_N numeric
@attribute NR2B_N numeric
@attribute pNUMB_N numeric
@attribute RAPTOR_N numeric
@attribute TIAM1_N numeric
@attribute pP70S6_N numeric
@attribute NUMB_N numeric
@attribute P70S6_N numeric
@attribute pGSK3B_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute S6_N numeric
@attribute ADARB1_N numeric
@attribute AcetylH3K9_N numeric
@attribute RRP1_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute Tau_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute GluR4_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute PSD95_N numeric
@attribute SNCA_N numeric
@attribute Ubiquitin_N numeric
@attribute pGSK3B_Tyr216_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute BCL2_N numeric
@attribute pS6_N numeric
@attribute pCFOS_N numeric
@attribute SYP_N numeric
@attribute H3AcK18_N numeric
@attribute EGR1_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype {Control,Ts65Dn}
@attribute Treatment {Memantine,Saline}
@attribute Behavior {C/S,S/C}
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
3498_15,0.713426,0.805308,0.265834,1.860393,2.822034,0.205843,0.160348,1.875558,0.194469,1.760928,1.006021,0.259144,0.258475,0.230152,0.656334,0.492864,1.263827,1.269179,0.353925,0.558207,0.664585,0.375781,0.179081,0.912578,2.121989,1.192685,0.221677,0.23149,0.608608,0.175513,0.368198,1.562444,0.285905,0.358162,0.268956,0.609054,0.54884,0.273417,0.413247,0.32917,0.23818,0.315566,0.146744,0.181966,0.9789,0.175293,0.950225,0.275383,0.595131,0.908566,0.081335,0.165194,0.1578,0.104418,0.134536,0.156718,0.238233,0.117583,0.192967,0.1156,0.463481,0.262038,1.229216,2.108025,0.141208,1.209558,0.825428,0.227592,0.141569,?,0.104418,0.107304,0.390261,0.141208,0.174031,0.236429,1.524797,Ts65Dn,Saline,C/S,t-CS-s
50810B_1,0.690987,0.969957,0.342749,2.617726,4.649765,0.165286,0.145723,1.814353,0.210201,1.839405,1.008684,0.26829,0.282962,0.192634,0.986625,0.797684,1.942409,1.526999,0.308614,0.785208,0.519313,0.322986,0.138138,1.793991,3.508135,1.437569,0.206308,0.253319,0.755165,0.124464,0.485977,2.288352,0.30522,0.430083,0.291047,0.741491,0.592075,0.370995,0.53658,0.412616,0.280866,0.435972,0.15261,0.259436,1.356162,0.162266,0.838123,0.302796,0.639224,2.364445,0.089833,0.161432,0.190783,0.118183,0.149925,0.17016,0.255934,0.1268,0.253766,0.155317,0.499027,0.286564,1.869309,2.278392,0.141475,1.052588,0.826783,0.20746,0.115793,0.103952,0.118183,0.125021,0.419812,0.096837,0.148424,0.1278,1.555951,Ts65Dn,Saline,C/S,t-CS-s
50810B_2,0.704525,0.962142,0.343922,2.618719,4.739986,0.170113,0.14564,1.810009,0.200479,1.883928,1.014284,0.268804,0.282389,0.197982,0.995805,0.804815,1.932175,1.522226,0.30896,0.786934,0.505644,0.32744,0.138947,1.828589,3.639896,1.433623,0.208371,0.250425,0.753771,0.118769,0.485566,2.320947,0.307861,0.437918,0.296374,0.743782,0.602238,0.387973,0.548297,0.418839,0.262911,0.446109,0.152532,0.253882,1.398089,0.171571,0.819144,0.304539,0.624552,2.383538,0.091378,0.162341,0.190194,0.125747,0.150885,0.170051,0.248018,0.128516,0.244869,0.1555,0.542513,0.290802,1.850147,2.266967,0.155229,1.115322,0.855902,0.200293,0.117548,0.107449,0.125747,0.127864,0.385873,0.093495,0.150722,0.130253,1.526496,Ts65Dn,Saline,C/S,t-CS-s
50810B_3,0.665816,0.923817,0.337326,2.6075,4.769193,0.169645,0.141272,1.780287,0.19998,1.931769,0.98174,0.270469,0.284606,0.194777,0.970351,0.79138,1.884744,1.50216,0.314844,0.801885,0.482525,0.324465,0.13548,1.873356,3.547418,1.397016,0.210092,0.257118,0.744944,0.117809,0.482721,2.304732,0.306008,0.424504,0.290791,0.712939,0.599843,0.38818,0.546142,0.424602,0.263303,0.460632,0.141763,0.247348,1.351623,0.173431,0.759091,0.299134,0.637392,2.404762,0.086093,0.157684,0.189989,0.129491,0.17197,0.17197,0.266017,0.128842,0.23869,0.165476,0.528788,0.290909,1.897348,2.310931,0.145779,1.172348,0.878463,0.212771,0.116721,0.112392,0.129491,0.12711,0.394156,0.098377,0.152922,0.125162,1.531818,Ts65Dn,Saline,C/S,t-CS-s
50810B_4,0.596246,0.821877,0.304595,2.377735,4.168803,0.175534,0.145113,2.05178,0.19288,1.553786,0.839094,0.267702,0.272104,0.216828,0.91068,0.66835,1.711068,1.397929,0.327638,0.704207,0.430291,0.32246,0.139417,1.350421,3.059029,1.352621,0.206731,0.245825,0.686861,0.12246,0.446861,2.066667,0.290744,0.425243,0.303689,0.696181,0.56945,0.336052,0.512751,0.391715,0.259676,0.417087,0.142654,0.226727,1.257712,0.159364,0.803372,0.291974,0.594595,1.913868,0.080399,0.155474,0.171444,0.113705,0.165438,0.153836,0.245154,0.11507,0.234575,0.134316,0.498771,0.269929,1.711712,2.175812,0.128651,0.960961,0.828078,0.193352,0.124488,0.102853,0.113705,0.11896,0.396396,0.096779,0.148649,0.150355,1.499522,Ts65Dn,Saline,C/S,t-CS-s
50810B_5,0.581233,0.805369,0.295302,2.322274,4.14993,0.17361,0.141319,2.052805,0.189692,1.577308,0.804483,0.278207,0.267697,0.21008,0.888945,0.661137,1.68431,1.357984,0.324174,0.705711,0.415221,0.331392,0.133595,1.356718,3.006965,1.292516,0.206028,0.21945,0.682158,0.116627,0.446879,2.08193,0.286818,0.427251,0.309865,0.689376,0.578448,0.329239,0.517918,0.392048,0.261745,0.41712,0.145118,0.227194,1.231528,0.165577,0.803948,0.294278,0.587957,1.929381,0.081755,0.159776,0.181382,0.116498,0.153174,0.146439,0.235996,0.123366,0.245666,0.136636,0.528007,0.279408,1.76347,2.159643,0.164711,1.018005,0.85116,0.198386,0.129034,0.108696,0.116498,0.124233,0.401507,0.096426,0.146306,0.130101,1.476127,Ts65Dn,Saline,C/S,t-CS-s
50810B_6,0.576347,0.800773,0.292914,2.264596,4.184381,0.178144,0.141218,2.004366,0.173154,1.703219,0.796657,0.256861,0.26497,0.219561,0.888847,0.65756,1.653443,1.370384,0.328842,0.70983,0.41991,0.331462,0.129616,1.340195,3.030065,1.282186,0.203842,0.220309,0.659182,0.114271,0.440744,2.097056,0.2873,0.409057,0.302146,0.677769,0.595559,0.342565,0.510479,0.405813,0.280439,0.420284,0.139845,0.226803,1.200105,0.159796,0.786481,0.296951,0.581207,1.933975,0.076103,0.159141,0.172818,0.11242,0.159992,0.148606,0.25409,0.121254,0.245714,0.140361,0.514461,0.275488,1.783732,2.229224,0.156131,1.115692,0.869585,0.203442,0.112027,0.108101,0.11242,0.114972,0.38987,0.100118,0.159665,0.145138,1.416634,Ts65Dn,Saline,C/S,t-CS-s
50810B_7,0.554537,0.746643,0.278251,2.174582,3.601703,0.200131,0.144448,1.885031,0.171798,1.518998,0.767442,0.244677,0.262529,0.195709,0.830822,0.577301,1.522928,1.278087,0.324926,0.646905,0.410088,0.310187,0.142483,1.097936,2.577629,1.227481,0.201114,0.211759,0.612676,0.125614,0.434491,1.882247,0.282673,0.436128,0.313953,0.686865,0.575172,0.320996,0.504258,0.376515,0.259253,0.400426,0.153619,0.201893,1.137691,0.146531,0.753728,0.273149,0.561925,1.579427,0.079382,0.159925,0.158318,0.103759,0.139209,0.142959,0.215466,0.121439,0.229128,0.11626,0.518439,0.267256,1.581123,2.091794,0.130012,1.003304,0.801947,0.186445,0.124565,0.109742,0.103759,0.113135,0.36664,0.105367,0.153853,0.158139,1.427538,Ts65Dn,Saline,C/S,t-CS-s
50810B_8,0.554878,0.748556,0.271983,2.144255,3.671534,0.183087,0.145379,1.851252,0.16672,1.582157,0.748556,0.269897,0.257381,0.20491,0.812741,0.581354,1.498716,1.277118,0.331675,0.639281,0.439345,0.30905,0.135591,1.098845,2.523909,1.19785,0.201059,0.227696,0.577985,0.122272,0.419608,1.869544,0.286906,0.435173,0.335045,0.676669,0.576701,0.324294,0.495186,0.371791,0.262997,0.407895,0.167683,0.204828,1.078319,0.160162,0.766717,0.278566,0.549907,1.62021,0.078055,0.155933,0.16721,0.113999,0.143071,0.138226,0.205973,0.126068,0.226764,0.113118,0.525681,0.27557,1.597216,2.104044,0.142983,1.031099,0.837459,0.195577,0.125892,0.105101,0.113999,0.133645,0.359264,0.109065,0.171615,0.167474,1.456612,Ts65Dn,Saline,C/S,t-CS-s
50810B_9,0.721025,0.767548,0.290728,2.1492,3.760855,0.213026,0.158341,1.913973,0.16683,1.780934,0.763304,0.254979,0.267548,0.207313,0.833007,0.595168,1.525955,1.378387,0.343617,0.66585,0.369572,0.352759,0.134509,1.125694,2.60888,1.231472,0.206497,0.236533,0.611655,0.119817,0.438133,1.903363,0.29285,0.437643,0.325498,0.691642,0.621613,0.336925,0.510121,0.386712,0.273262,0.423604,0.154587,0.199496,1.056515,0.156177,0.766733,0.280146,0.551176,1.60257,0.07301,0.159562,0.162775,0.113552,0.157479,0.140724,0.222155,0.124924,0.218248,0.122667,0.520444,0.290824,1.602483,2.107475,0.151315,1.098012,0.863269,0.192204,0.123709,0.113638,0.113552,0.119455,0.354371,0.103828,0.157305,0.166247,1.384408,Ts65Dn,Saline,C/S,t-CS-s
50810B_10,0.483455,0.652271,0.255749,1.936624,3.149374,0.190877,0.141709,1.610955,0.149561,1.35558,0.663675,0.254627,0.239484,0.180595,0.749112,0.496168,1.340811,1.123948,0.34455,0.553374,0.318751,0.318564,0.138344,0.904842,2.221724,1.105066,0.193681,0.21462,0.549822,0.120209,0.391288,1.642737,0.271827,0.424191,0.323425,0.654141,0.560105,0.301552,0.484016,0.380258,0.277435,0.39241,0.156852,0.189229,0.839576,0.116247,0.702721,0.263691,0.448594,0.849368,0.053854,0.145053,0.112035,0.083798,0.110327,0.107025,0.143573,0.106911,0.159399,0.089036,0.386314,0.21553,1.131049,1.511784,0.116703,0.83081,0.614027,0.155869,0.12046,0.101446,0.083798,0.107822,0.306729,0.113515,0.151429,0.134806,0.980872,Ts65Dn,Saline,C/S,t-CS-s
50810B_11,0.471246,0.631332,0.247882,1.872363,3.117902,0.173427,0.138093,1.555075,0.163512,1.411394,0.627186,0.235082,0.233279,0.190553,0.726519,0.492518,1.318911,1.087435,0.325581,0.570579,0.371913,0.296376,0.126194,0.904453,2.132324,1.063458,0.185686,0.182802,0.522985,0.112854,0.394447,1.600324,0.274383,0.424013,0.340905,0.645394,0.553813,0.314404,0.47413,0.367406,0.260141,0.39589,0.161889,0.196136,0.890408,0.145633,0.712688,0.262117,0.414078,0.966219,0.060671,0.155124,0.117049,0.092193,0.11784,0.114111,0.140888,0.111739,0.146085,0.085979,0.403457,0.227771,1.191391,1.512936,0.130155,0.897526,0.634957,0.173766,0.13264,0.113321,0.092193,0.136821,0.284262,0.101231,0.172184,0.139532,0.974579,Ts65Dn,Saline,C/S,t-CS-s
50810B_12,0.48942,0.649494,0.258142,1.946642,3.232015,0.20184,0.143146,1.587672,0.165041,1.593008,0.640478,0.232751,0.244894,0.192272,0.74885,0.5115,1.35805,1.193744,0.337994,0.577921,0.384729,0.312236,0.129899,0.943146,2.213247,1.063845,0.193744,0.188592,0.564305,0.118307,0.390616,1.678565,0.279485,0.427783,0.351242,0.659982,0.584913,0.321987,0.478013,0.386937,0.30138,0.415087,0.169273,0.187144,0.814533,0.150922,0.710006,0.273337,0.436892,1.066182,0.064729,0.166685,0.11649,0.090777,0.130129,0.115036,0.138178,0.137731,0.147792,0.09033,0.411291,0.243376,1.272666,1.539519,0.143991,0.976635,0.660816,0.184572,0.115931,0.112241,0.090777,0.146562,0.288765,0.100279,0.152935,0.137731,0.944997,Ts65Dn,Saline,C/S,t-CS-s
50810B_13,0.45402,0.633125,0.245065,1.843284,2.783101,0.202696,0.145402,1.432354,0.158402,1.433077,0.635051,0.224603,0.239047,0.193548,0.732547,0.479779,1.217862,1.05922,0.32884,0.60183,0.354117,0.315118,0.145643,0.856283,1.895282,1.017573,0.199085,0.176456,0.465816,0.127106,0.38156,1.448483,0.290082,0.439817,0.369283,0.698122,0.649976,0.312711,0.508185,0.38493,0.308618,0.422966,0.191141,0.178102,0.905242,0.146251,0.680027,0.252024,0.56284,1.255607,0.061048,0.149569,0.135236,0.10564,0.143597,0.135501,0.189781,0.112409,0.197213,0.111214,0.509489,0.274453,1.37651,1.929131,0.144658,1.060252,0.784074,0.19509,0.135236,0.11931,0.10564,0.133776,0.365096,0.110949,0.169608,0.160982,1.267419,Ts65Dn,Saline,C/S,t-CS-s
50810B_14,0.451402,0.631308,0.245794,1.810981,2.760748,0.198598,0.145327,1.402336,0.173131,1.478972,0.622196,0.221963,0.234813,0.203505,0.728271,0.46986,1.225935,1.067757,0.339486,0.571495,0.369626,0.310514,0.143224,0.847664,1.855607,0.995561,0.195561,0.19486,0.461449,0.123364,0.390421,1.420561,0.278505,0.450701,0.36729,0.68972,0.649299,0.334813,0.506542,0.382009,0.317991,0.429439,0.189953,0.180839,0.93496,0.152927,0.684798,0.257173,0.53213,1.226925,0.066857,0.156173,0.145268,0.104894,0.159808,0.14358,0.186291,0.120862,0.20135,0.116448,0.515643,0.304037,1.38855,1.944437,0.156043,1.058938,0.787875,0.228353,0.153706,0.120862,0.104894,0.133454,0.348046,0.118395,0.188758,0.178632,1.227963,Ts65Dn,Saline,C/S,t-CS-s
50810B_15,0.474926,0.601089,0.242115,1.791014,2.749263,0.202859,0.14545,1.343998,0.14545,1.576583,0.598139,0.21897,0.232585,0.197186,0.702065,0.473792,1.196279,1.077377,0.320853,0.588382,0.333787,0.302473,0.1543,0.820059,1.820059,0.961198,0.19106,0.183572,0.455185,0.125709,0.377808,1.388246,0.292489,0.439982,0.378262,0.687996,0.651237,0.336056,0.472884,0.388019,0.313819,0.428863,0.19469,0.175084,0.898083,0.163559,0.697358,0.258353,0.541311,1.290728,0.066693,0.168998,0.150997,0.105543,0.152551,0.139342,0.186092,0.140767,0.192437,0.107485,0.512432,0.324139,1.412328,1.953768,0.162134,1.1036,0.796037,0.204481,0.1374,0.121989,0.105543,0.146465,0.356773,0.142839,0.180523,0.162393,1.17366,Ts65Dn,Saline,C/S,t-CS-s
50810C_1,0.583923,0.962748,0.442336,2.883552,4.420139,0.196415,0.18066,2.005812,0.262797,1.661578,0.838177,0.355927,0.376374,0.274701,0.980884,0.865065,1.959387,2.291296,0.378615,0.87809,0.412296,0.3623,0.18143,2.383447,4.27176,1.470905,0.256845,0.353617,0.956726,0.177439,0.551572,2.579301,0.390869,0.470415,0.322947,0.75856,0.622085,0.466144,0.578531,0.397451,0.295427,0.486381,0.196415,0.280568,1.323042,0.196928,2.183707,0.385029,0.627162,2.196928,0.123976,0.152991,0.200491,0.123976,0.176305,0.170605,0.266239,0.124015,0.191189,0.148676,0.50762,0.341527,1.799113,2.35455,0.178324,1.229308,0.98575,0.226735,0.12267,0.106005,0.123976,0.111428,0.595693,0.097653,0.133911,0.124847,1.879705,Ts65Dn,Saline,C/S,t-CS-s
